Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [10]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
0,,,,,33.0,,true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.710000038146973,0.0015,2.0E-5,0.047,5500.0,0.0015,0.047,5500.0,0.0078125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0
450,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,,,,,,-4.730000019073486,,,,,,,,,,,,,,,
1194,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
1254,,,,,,,,,,,,,,,,,,,,,,,-4.730000019073486,,,,,,,,,,,,,,,
1296,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
1475,,,,,,,,,,,,,,,,,,,,,,,-4.730000019073486,,,,,,,,,,,,,,,
1657,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
2702,,,,,,,,,,,,,,,,,,,,,,,-4.710000038146973,,,,,,,,,,,,,,,
2722,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
2802,,,,,,,,,,,,,,,,,,,,,,,-4.710000038146973,,,,,,,,,,,,,,,
2922,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
2943,,,,,,,,,,,,,,,,,,,,,,,-4.710000038146973,,,,,,,,,,,,,,,
3083,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
3124,,,,,,,,,,,,,,,,,,,,,,,-4.710000038146973,,,,,,,,,,,,,,,
3325,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
3365,,,,,,,,,,,,,,,,,,,,,,,-4.710000038146973,,,,,,,,,,,,,,,
3385,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
3426,,,,,,,,,,,,,,,,,,,,,,,-4.710000038146973,,,,,,,,,,,,,,,
3526,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
4654,,,,,,,,,,,,,,,,,,,,,,,-4.730000019073486,,,,,,,,,,,,,,,
4733,,,,,,,,,,,,,,,,,,,,,,,-4.71999979019165,,,,,,,,,,,,,,,
4753,,,,,,,,,,,,,,,,,,,,,,,-4.730000019073486,,,,,,,,,,,,,,,
6180,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
6562,,,,,,,,,,,,,,,,,,,,,,,-4.730000019073486,,,,,,,,,,,,,,,
6582,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
6783,,,,,,,,,,,,,,,,,,,,,,,-4.730000019073486,,,,,,,,,,,,,,,
6824,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
7829,,,,,,,,,,,,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,
7889,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
8214,,,,,,,,,,,,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,
8734,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
8755,,,,,,,,,,,,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,
12112,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
12153,,,,,,,,,,,,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,
12213,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
12233,,,,,,,,,,,,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,
12313,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
12374,,,,,,,,,,,,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,
12435,,,,,,,,,,,,,,,,,,,,,,,-4.739999771118164,,,,,,,,,,,,,,,
12454,,,,,,,,,,,,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,
13077,,,,,,,,,,,,,,,,,,,,,,,-4.760000228881836,,,,,,,,,,,,,,,
13379,,,,,,,,,,,,,,,,,,,,,,,-4.75,,,,,,,,,,,,,,,
13420,,,,,,,,,,,,,,,,,,,,,,,-4.760000228881836,,,,,,,,,,,,,,,
13841,,,,,,,,,,,,,,,,,,,,,,,-4.769999980926514,,,,,,,,,,,,,,,
14042,,,,,,,,,,,,,,,,,,,,,,,-4.760000228881836,,,,,,,,,,,,,,,
14102,,,,,,,,,,,,,,,,,,,,,,,-4.769999980926514,,,,,,,,,,,,,,,
14123,,,,,,,,,,,,,,,,,,,,,,,-4.760000228881836,,,,,,,,,,,,,,,
14143,,,,,,,,,,,,,,,,,,,,,,,-4.769999980926514,,,,,,,,,,,,,,,
15952,,,,,,,,,,,,,,,,,,,,,,,-4.78000020980835,,,,,,,,,,,,,,,
15973,,,,,,,,,,,,,,,,,,,,,,,-4.769999980926514,,,,,,,,,,,,,,,
15993,,,,,,,,,,,,,,,,,,,,,,,-4.78000020980835,,,,,,,,,,,,,,,
16013,,,,,,,,,,,,,,,,,,,,,,,-4.769999980926514,,,,,,,,,,,,,,,
16053,,,,,,,,,,,,,,,,,,,,,,,-4.78000020980835,,,,,,,,,,,,,,,
16073,,,,,,,,,,,,,,,,,,,,,,,-4.769999980926514,,,,,,,,,,,,,,,
16093,,,,,,,,,,,,,,,,,,,,,,,-4.78000020980835,,,,,,,,,,,,,,,
17461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15234375,3.80859375,21.0,13.0,,
17482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.41796875,24.0234375,97.0,82.0,,
