Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [10]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
0,,,,,33.0,,true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.109999656677246,0.0015,2.0E-5,0.047,4800.0,0.0015,0.047,4800.0,0.0078125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0
521,,,,,,,,,,,,,,,,,,,,,,,-9.119999885559082,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,,,,,-9.130000114440918,,,,,,,,,,,,,,,
1667,,,,,,,,,,,,,,,,,,,,,,,-9.140000343322754,,,,,,,,,,,,,,,
1747,,,,,,,,,,,,,,,,,,,,,,,-9.130000114440918,,,,,,,,,,,,,,,
1767,,,,,,,,,,,,,,,,,,,,,,,-9.140000343322754,,,,,,,,,,,,,,,
2411,,,,,,,,,,,,,,,,,,,,,,,-9.149999618530273,,,,,,,,,,,,,,,
2772,,,,,,,,,,,,,,,,,,,,,,,-9.140000343322754,,,,,,,,,,,,,,,
2793,,,,,,,,,,,,,,,,,,,,,,,-9.149999618530273,,,,,,,,,,,,,,,
2813,,,,,,,,,,,,,,,,,,,,,,,-9.140000343322754,,,,,,,,,,,,,,,
2833,,,,,,,,,,,,,,,,,,,,,,,-9.149999618530273,,,,,,,,,,,,,,,
3416,,,,,,,,,,,,,,,,,,,,,,,-9.15999984741211,,,,,,,,,,,,,,,
3436,,,,,,,,,,,,,,,,,,,,,,,-9.149999618530273,,,,,,,,,,,,,,,
3458,,,,,,,,,,,,,,,,,,,,,,,-9.15999984741211,,,,,,,,,,,,,,,
4764,,,,,,,,,,,,,,,,,,,,,,,-9.170000076293945,,,,,,,,,,,,,,,
6010,,,,,,,,,,,,,,,,,,,,,,,-9.15999984741211,,,,,,,,,,,,,,,
6072,,,,,,,,,,,,,,,,,,,,,,,-9.170000076293945,,,,,,,,,,,,,,,
7397,,,,,,,,,,,,,,,,,,,,,,,-9.180000305175781,,,,,,,,,,,,,,,
8422,,,,,,,,,,,,,,,,,,,,,,,-9.1899995803833,,,,,,,,,,,,,,,
9427,,,,,,,,,,,,,,,,,,,,,,,-9.199999809265137,,,,,,,,,,,,,,,
9447,,,,,,,,,,,,,,,,,,,,,,,-9.1899995803833,,,,,,,,,,,,,,,
9567,,,,,,,,,,,,,,,,,,,,,,,-9.199999809265137,,,,,,,,,,,,,,,
9588,,,,,,,,,,,,,,,,,,,,,,,-9.1899995803833,,,,,,,,,,,,,,,
9749,,,,,,,,,,,,,,,,,,,,,,,-9.199999809265137,,,,,,,,,,,,,,,
10634,,,,,,,,,,,,,,,,,,,,,,,-9.210000038146973,,,,,,,,,,,,,,,
11679,,,,,,,,,,,,,,,,,,,,,,,-9.220000267028809,,,,,,,,,,,,,,,
12684,,,,,,,,,,,,,,,,,,,,,,,-9.229999542236328,,,,,,,,,,,,,,,
12725,,,,,,,,,,,,,,,,,,,,,,,-9.220000267028809,,,,,,,,,,,,,,,
13026,,,,,,,,,,,,,,,,,,,,,,,-9.229999542236328,,,,,,,,,,,,,,,
15981,,,,,,,,,,,,,,,,,,,,,,,-9.239999771118164,,,,,,,,,,,,,,,
16061,,,,,,,,,,,,,,,,,,,,,,,-9.229999542236328,,,,,,,,,,,,,,,
16243,,,,,,,,,,,,,,,,,,,,,,,-9.239999771118164,,,,,,,,,,,,,,,
16926,,,,,,,,,,,,,,,,,,,,,,,-9.25,,,,,,,,,,,,,,,
16946,,,,,,,,,,,,,,,,,,,,,,,-9.239999771118164,,,,,,,,,,,,,,,
16987,,,,,,,,,,,,,,,,,,,,,,,-9.25,,,,,,,,,,,,,,,
17007,,,,,,,,,,,,,,,,,,,,,,,-9.239999771118164,,,,,,,,,,,,,,,
17108,,,,,,,,,,,,,,,,,,,,,,,-9.25,,,,,,,,,,,,,,,
17831,,,,,,,,,,,,,,,,,,,,,,,-9.260000228881836,,,,,,,,,,,,,,,
18455,,,,,,,,,,,,,,,,,,,,,,,-9.270000457763672,,,,,,,,,,,,,,,
18837,,,,,,,,,,,,,,,,,,,,,,,-9.260000228881836,,,,,,,,,,,,,,,
18919,,,,,,,,,,,,,,,,,,,,,,,-9.270000457763672,,,,,,,,,,,,,,,
19366,,,,,,,,,,,,,,,,,,,,,,,-9.260000228881836,,,,,,,,,,,,,,,
19400,,,,,,,,,,,,,,,,,,,,,,,-9.270000457763672,,,,,,,,,,,,,,,
19420,,,,,,,,,,,,,,,,,,,,,,,-9.260000228881836,,,,,,,,,,,,,,,
19480,,,,,,,,,,,,,,,,,,,,,,,-9.270000457763672,,,,,,,,,,,,,,,
20163,,,,,,,,,,,,,,,,,,,,,,,-9.279999732971191,,,,,,,,,,,,,,,
20203,,,,,,,,,,,,,,,,,,,,,,,-9.270000457763672,,,,,,,,,,,,,,,
20263,,,,,,,,,,,,,,,,,,,,,,,-9.279999732971191,,,,,,,,,,,,,,,
20283,,,,,,,,,,,,,,,,,,,,,,,-9.270000457763672,,,,,,,,,,,,,,,
20364,,,,,,,,,,,,,,,,,,,,,,,-9.279999732971191,,,,,,,,,,,,,,,
20646,,,,,,,,,,,,,,,,,,,,,,,-9.289999961853027,,,,,,,,,,,,,,,
20666,,,,,,,,,,,,,,,,,,,,,,,-9.279999732971191,,,,,,,,,,,,,,,
20726,,,,,,,,,,,,,,,,,,,,,,,-9.289999961853027,,,,,,,,,,,,,,,
20747,,,,,,,,,,,,,,,,,,,,,,,-9.279999732971191,,,,,,,,,,,,,,,
20827,,,,,,,,,,,,,,,,,,,,,,,-9.289999961853027,,,,,,,,,,,,,,,
22315,,,,,,,,,,,,,,,,,,,,,,,-9.300000190734863,,,,,,,,,,,,,,,
24627,,,,,,,,,,,,,,,,,,,,,,,-9.3100004196167,,,,,,,,,,,,,,,
25311,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
25752,,,,,,,,,,,,,,,,,,,,,,,-9.329999923706055,,,,,,,,,,,,,,,
25853,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
25974,,,,,,,,,,,,,,,,,,,,,,,-9.329999923706055,,,,,,,,,,,,,,,
26155,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
26195,,,,,,,,,,,,,,,,,,,,,,,-9.329999923706055,,,,,,,,,,,,,,,
27200,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
27583,,,,,,,,,,,,,,,,,,,,,,,-9.329999923706055,,,,,,,,,,,,,,,
27683,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
27763,,,,,,,,,,,,,,,,,,,,,,,-9.329999923706055,,,,,,,,,,,,,,,
27784,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
27824,,,,,,,,,,,,,,,,,,,,,,,-9.329999923706055,,,,,,,,,,,,,,,
27925,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
28487,,,,,,,,,,,,,,,,,,,,,,,-9.3100004196167,,,,,,,,,,,,,,,
28508,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
28608,,,,,,,,,,,,,,,,,,,,,,,-9.3100004196167,,,,,,,,,,,,,,,
28668,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
28688,,,,,,,,,,,,,,,,,,,,,,,-9.3100004196167,,,,,,,,,,,,,,,
28829,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
28869,,,,,,,,,,,,,,,,,,,,,,,-9.3100004196167,,,,,,,,,,,,,,,
29153,,,,,,,,,,,,,,,,,,,,,,,-9.319999694824219,,,,,,,,,,,,,,,
