Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [10]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
0,,,,,33.0,,true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.480000019073486,0.047,2.0E-5,0.0015,5200.0,0.047,0.0015,5200.0,0.0078125,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,,,,,,,,,,,,,,,,,,,,,,,-4.46999979019165,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,,,,,-4.480000019073486,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,,,,,-4.46999979019165,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,,,,,,-4.480000019073486,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,,,,-4.46999979019165,,,,,,,,,,,,,,,
4124,,,,,,,,,,,,,,,,,,,,,,,-4.480000019073486,,,,,,,,,,,,,,,
4224,,,,,,,,,,,,,,,,,,,,,,,-4.46999979019165,,,,,,,,,,,,,,,
4446,,,,,,,,,,,,,,,,,,,,,,,-4.480000019073486,,,,,,,,,,,,,,,
4567,,,,,,,,,,,,,,,,,,,,,,,-4.46999979019165,,,,,,,,,,,,,,,
4587,,,,,,,,,,,,,,,,,,,,,,,-4.480000019073486,,,,,,,,,,,,,,,
4928,,,,,,,,,,,,,,,,,,,,,,,-4.46999979019165,,,,,,,,,,,,,,,
4949,,,,,,,,,,,,,,,,,,,,,,,-4.480000019073486,,,,,,,,,,,,,,,
5391,,,,,,,,,,,,,,,,,,,,,,,-4.46999979019165,,,,,,,,,,,,,,,
5452,,,,,,,,,,,,,,,,,,,,,,,-4.480000019073486,,,,,,,,,,,,,,,
5532,,,,,,,,,,,,,,,,,,,,,,,-4.46999979019165,,,,,,,,,,,,,,,
5974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15234375,,21.0,,
5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.91015625,,27.0,,,
6014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8125,,,,,
