Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [10]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
0,,,,,32.0,,true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.640000343322754,0.0015,2.0E-5,0.047,4800.0,0.0015,0.047,4800.0,0.0078125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0
83,,,,,,,,,,,,,,,,,,,,,,,-11.630000114440918,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,,-11.640000343322754,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,-11.630000114440918,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,-11.640000343322754,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,,,,-11.630000114440918,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,,,-11.640000343322754,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,,,,-11.630000114440918,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,,,-11.640000343322754,,,,,,,,,,,,,,,
1430,,,,,,,,,,,,,,,,,,,,,,,-11.649999618530273,,,,,,,,,,,,,,,
1450,,,,,,,,,,,,,,,,,,,,,,,-11.640000343322754,,,,,,,,,,,,,,,
1691,,,,,,,,,,,,,,,,,,,,,,,-11.649999618530273,,,,,,,,,,,,,,,
1731,,,,,,,,,,,,,,,,,,,,,,,-11.640000343322754,,,,,,,,,,,,,,,
1751,,,,,,,,,,,,,,,,,,,,,,,-11.649999618530273,,,,,,,,,,,,,,,
1912,,,,,,,,,,,,,,,,,,,,,,,-11.640000343322754,,,,,,,,,,,,,,,
1932,,,,,,,,,,,,,,,,,,,,,,,-11.649999618530273,,,,,,,,,,,,,,,
2376,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,,,,,,,,,,,,,,,,,,,,,,,-11.65999984741211,,,,,,,,,,,,,,,
2596,,,,,,,,,,,,,,,,,,,,,,,-11.649999618530273,,,,,,,,,,,,,,,
2617,,,,,,,,,,,,,,,,,,,,,,,-11.65999984741211,,,,,,,,,,,,,,,
2635,,,,,,,,,,,,,,,,,,,,,,,-11.649999618530273,,,,,,,,,,,,,,,
2837,,,,,,,,,,,,,,,,,,,,,,,-11.65999984741211,,,,,,,,,,,,,,,
3868,,,,,,,,,,,,,,,,,,,,,,,-11.65999984741211,,,,,,,,,,,,,,,
4364,,,,,,,,,,,,,,,,,,,,,,,-11.670000076293945,,,,,,,,,,,,,,,
5331,,,,,,,,,,,,,,,,,,,,,,,-11.680000305175781,,,,,,,,,,,,,,,
6517,,,,,,,,,,,,,,,,,,,,,,,-11.6899995803833,,,,,,,,,,,,,,,
8387,,,,,,,,,,,,,,,,,,,,,,,-11.680000305175781,,,,,,,,,,,,,,,
8487,,,,,,,,,,,,,,,,,,,,,,,-11.6899995803833,,,,,,,,,,,,,,,
8506,,,,,,,,,,,,,,,,,,,,,,,-11.680000305175781,,,,,,,,,,,,,,,
8546,,,,,,,,,,,,,,,,,,,,,,,-11.6899995803833,,,,,,,,,,,,,,,
8647,,,,,,,,,,,,,,,,,,,,,,,-11.680000305175781,,,,,,,,,,,,,,,
8668,,,,,,,,,,,,,,,,,,,,,,,-11.6899995803833,,,,,,,,,,,,,,,
8688,,,,,,,,,,,,,,,,,,,,,,,-11.680000305175781,,,,,,,,,,,,,,,
8708,,,,,,,,,,,,,,,,,,,,,,,-11.6899995803833,,,,,,,,,,,,,,,
9211,,,,,,,,,,,,,,,,,,,,,,,-11.699999809265137,,,,,,,,,,,,,,,
