Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [10]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.87109375,5191.9921875,17725.0,17722.0,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.578125,5192.578125,17724.0,17724.0,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.87109375,5192.87109375,17725.0,17725.0,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5193.1640625,5193.45703125,17726.0,17727.0,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.28515625,5192.28515625,17723.0,17723.0,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.578125,5191.69921875,17724.0,17721.0,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.9921875,5192.87109375,17722.0,17725.0,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.69921875,5191.40625,17721.0,17720.0,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.234375,5190.234375,17716.0,17716.0,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.8203125,5189.6484375,17718.0,17714.0,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.6484375,5191.40625,17714.0,17720.0,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.0625,,17712.0,,
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.0625,,17712.0,,,
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.94140625,5189.6484375,17715.0,17714.0,,
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.35546875,5190.52734375,17713.0,17717.0,,
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.94140625,5189.35546875,17715.0,17713.0,,
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.52734375,5189.94140625,17717.0,17715.0,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.11328125,5191.9921875,17719.0,17722.0,,
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.69921875,5191.69921875,17721.0,17721.0,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.578125,5191.40625,17724.0,17720.0,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.28515625,5193.75,17723.0,17728.0,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.87109375,,,,,
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.69921875,17725.0,17721.0,,
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.69921875,,17721.0,,,
721,,,,,,,,,,,,,,,,,,,,,,,-2.8499999046325684,,,,,,,,,,5192.87109375,5191.9921875,17725.0,17722.0,,
741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.69921875,,,,,
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5193.45703125,17721.0,17727.0,,
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.11328125,,17719.0,,
781,,,,,,,,,,,,,,,,,,,,,,,-2.859999895095825,,,,,,,,,,5191.11328125,,17719.0,,,
801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.40625,5191.9921875,,,,
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17720.0,17722.0,,
821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.11328125,,,,,
822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.40625,17719.0,17720.0,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.52734375,5190.234375,17717.0,17716.0,,
865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.8203125,5189.6484375,17718.0,17714.0,,
883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.94140625,5191.40625,17715.0,17720.0,,
902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.234375,5189.35546875,17716.0,17713.0,,
922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5188.76953125,5189.0625,17711.0,17712.0,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.234375,5188.76953125,17716.0,17711.0,,
962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.35546875,5190.8203125,17713.0,17718.0,,
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.52734375,,,,,
986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.35546875,17717.0,17713.0,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.234375,,17716.0,,
1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.9921875,5191.69921875,17722.0,17721.0,,
1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.40625,5192.87109375,17720.0,17725.0,,
1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.578125,5191.9921875,17724.0,17722.0,,
1103,,,,,,,,,,,,,,,,,,,,,,,-2.869999885559082,,,,,,,,,,5191.9921875,5193.1640625,17722.0,17726.0,,
1123,,,,,,,,,,,,,,,,,,,,,,,-2.859999895095825,,,,,,,,,,5191.69921875,5191.40625,17721.0,17720.0,,
1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5192.28515625,5190.8203125,17723.0,17718.0,,
1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.11328125,,17719.0,,
1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.8203125,,17718.0,,,
1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.9921875,5191.40625,17722.0,17720.0,,
1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5190.8203125,5192.28515625,17718.0,17723.0,,
1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189.0625,5189.0625,17712.0,17712.0,,
1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152.734375,5159.47265625,17588.0,17611.0,,
1304,,,,,,,,,,,,,,,,,,,,,,,-2.869999885559082,,,,,,,,,,5015.0390625,5032.32421875,17118.0,17177.0,,
1324,,,,,,,,,,,,,,,,,,,,,,,-2.880000114440918,,,,,,,,,,4836.62109375,4854.19921875,16509.0,16569.0,,
1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4666.69921875,4683.10546875,15929.0,15985.0,,
1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4508.203125,4522.8515625,15388.0,15438.0,,
1386,,,,,,,,,,,,,,,,,,,,,,,-2.869999885559082,,,,,,,,,,4394.82421875,4402.734375,15001.0,15028.0,,
1406,,,,,,,,,,,,,,,,,,,,,,,-2.859999895095825,,,,,,,,,,,4391.015625,,14988.0,,
1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445.21484375,,,,,
1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4440.52734375,15173.0,15157.0,,
1445,,,,,,,,,,,,,,,,,,,,,,,-2.869999885559082,,,,,,,,,,4497.94921875,4492.08984375,15353.0,15333.0,,
1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550.09765625,4545.1171875,,,,
1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15531.0,15514.0,,
1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600.1953125,4594.62890625,15702.0,15683.0,,
1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4646.19140625,4642.3828125,15859.0,15846.0,,
1527,,,,,,,,,,,,,,,,,,,,,,,-2.859999895095825,,,,,,,,,,4690.72265625,4685.15625,16011.0,15992.0,,
1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4731.15234375,4727.9296875,16149.0,16138.0,,
1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4769.82421875,4765.4296875,16281.0,16266.0,,
1590,,,,,,,,,,,,,,,,,,,,,,,-2.869999885559082,,,,,,,,,,4804.98046875,4801.171875,16401.0,16388.0,,
1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837.79296875,4834.86328125,,,,
1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16513.0,16503.0,,
1626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4868.26171875,4866.2109375,16617.0,16610.0,,
1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4897.8515625,4893.1640625,16718.0,16702.0,,
1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4923.33984375,4921.58203125,16805.0,16799.0,,
1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4947.94921875,,16889.0,,,
1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4972.55859375,,,,,
1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968.45703125,16973.0,16959.0,,
1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4993.359375,4991.6015625,17044.0,17038.0,,
1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013.28125,5012.6953125,17112.0,17110.0,,
1767,,,,,,,,,,,,,,,,,,,,,,,-2.880000114440918,,,,,,,,,,5033.203125,5029.98046875,17180.0,17169.0,,
1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5049.90234375,,,,,
1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5048.73046875,17237.0,17233.0,,
1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5065.4296875,5064.55078125,17290.0,17287.0,,
1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080.6640625,5078.02734375,17342.0,17333.0,,
1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5093.84765625,5092.67578125,17387.0,17383.0,,
1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5105.859375,5105.2734375,17428.0,17426.0,,
1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116.69921875,5115.52734375,17465.0,17461.0,,
1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5127.5390625,5126.07421875,17502.0,17497.0,,
1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136.328125,5136.62109375,17532.0,17533.0,,
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5144.53125,5143.359375,17560.0,17556.0,,
1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5151.85546875,5150.9765625,17585.0,17582.0,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159.765625,,,,,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159.1796875,17612.0,17610.0,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5165.91796875,5165.91796875,17633.0,17633.0,,
2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171.77734375,5170.8984375,17653.0,17650.0,,
2049,,,,,,,,,,,,,,,,,,,,,,,-2.869999885559082,,,,,,,,,,5178.22265625,5176.46484375,17675.0,17669.0,,
2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5182.6171875,5183.203125,17690.0,17692.0,,
2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187.890625,5186.42578125,17708.0,17703.0,,
2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.40625,,,,,
2109,,,,,,,,,,,,,,,,,,,,,,,-2.859999895095825,,,,,,,,,,,5191.11328125,17720.0,17719.0,,
2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5196.97265625,5195.5078125,17739.0,17734.0,,
2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5199.31640625,5200.78125,17747.0,17752.0,,
2169,,,,,,,,,,,,,,,,,,,,,,,-2.869999885559082,,,,,,,,,,5204.00390625,5202.83203125,17763.0,17759.0,,
2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5206.93359375,5206.640625,17773.0,17772.0,,
2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5212.5,5213.37890625,17792.0,17795.0,,
2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.015625,5215.13671875,17804.0,17801.0,,
2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5218.06640625,5217.48046875,17811.0,17809.0,,
2290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5220.41015625,5220.41015625,17819.0,17819.0,,
2311,,,,,,,,,,,,,,,,,,,,,,,-2.880000114440918,,,,,,,,,,5222.4609375,5222.16796875,17826.0,17825.0,,
2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223.92578125,5223.6328125,17831.0,17830.0,,
2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225.9765625,5224.8046875,17838.0,17834.0,,
2371,,,,,,,,,,,,,,,,,,,,,,,-2.869999885559082,,,,,,,,,,5227.734375,5228.3203125,17844.0,17846.0,,
2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5229.19921875,5229.19921875,17849.0,17849.0,,
2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.078125,5230.37109375,17852.0,17853.0,,
2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233.0078125,5231.54296875,17862.0,17857.0,,
2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233.59375,5234.765625,17864.0,17868.0,,
2471,,,,,,,,,,,,,,,,,,,,,,,-2.880000114440918,,,,,,,,,,5235.3515625,5235.05859375,17870.0,17869.0,,
2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236.5234375,5236.5234375,17874.0,17874.0,,
2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5239.453125,5237.98828125,17884.0,17879.0,,
2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5239.74609375,5241.2109375,17885.0,17890.0,,
2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242.08984375,,17893.0,,,
2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242.3828125,5242.67578125,17894.0,17895.0,,
2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.7265625,5243.26171875,17902.0,17897.0,,
2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.140625,5245.3125,17900.0,17904.0,,
2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.7265625,5244.140625,17902.0,17900.0,,
2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,,17904.0,,
2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.19140625,5244.43359375,17907.0,17901.0,,
2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.140625,5246.19140625,17900.0,17907.0,,
2713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,5244.7265625,17904.0,17902.0,,
2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.7265625,5245.01953125,17902.0,17903.0,,
2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,5244.140625,17904.0,17900.0,,
2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243.84765625,5245.8984375,17899.0,17906.0,,
2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,5243.84765625,17904.0,17899.0,,
2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243.84765625,5244.43359375,17899.0,17901.0,,
2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,5243.84765625,17904.0,17899.0,,
2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.140625,5245.60546875,17900.0,17905.0,,
2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.8984375,5244.43359375,17906.0,17901.0,,
2896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,5245.8984375,17904.0,17906.0,,
2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,,,,,
2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17911.0,,,
2935,,,,,,,,,,,,,,,,,,,,,,,-2.890000104904175,,,,,,,,,,5247.0703125,5248.828125,17910.0,17916.0,,
2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.2421875,,,,,
2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,17914.0,17911.0,,
2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.0703125,5247.94921875,17910.0,17913.0,,
3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,5248.828125,17911.0,17916.0,,
3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.94921875,,,,,
3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.77734375,17913.0,17909.0,,
3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.0703125,,,,,
3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,17910.0,17911.0,,
3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.2421875,5246.77734375,17914.0,17909.0,,
3096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.77734375,5248.53515625,17909.0,17915.0,,
3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.65625,5246.484375,17912.0,17908.0,,
3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.19140625,5246.77734375,17907.0,17909.0,,
3156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.65625,5246.19140625,17912.0,17907.0,,
3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.484375,5248.2421875,17908.0,17914.0,,
3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,5246.19140625,17911.0,17907.0,,
3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.484375,5247.36328125,17908.0,17911.0,,
3236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.53515625,,,,,
3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17915.0,,,
3277,,,,,,,,,,,,,,,,,,,,,,,-2.880000114440918,,,,,,,,,,5248.828125,,17916.0,,,
3297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.65625,5248.53515625,17912.0,17915.0,,
3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249.4140625,5248.2421875,17918.0,17914.0,,
3340,,,,,,,,,,,,,,,,,,,,,,,-2.890000104904175,,,,,,,,,,5248.2421875,5249.70703125,17914.0,17919.0,,
3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249.12109375,5247.65625,17917.0,17912.0,,
3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,,,,,
3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.94921875,17911.0,17913.0,,
3397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.828125,,,,,
3398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,17916.0,17911.0,,
3420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.77734375,5248.53515625,17909.0,17915.0,,
3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.0703125,5245.8984375,17910.0,17906.0,,
3459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.60546875,5246.19140625,17905.0,17907.0,,
3479,,,,,,,,,,,,,,,,,,,,,,,-2.880000114440918,,,,,,,,,,5247.0703125,5245.8984375,17910.0,17906.0,,
3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,5247.36328125,17904.0,17911.0,,
3518,,,,,,,,,,,,,,,,,,,,,,,-2.890000104904175,,,,,,,,,,5246.484375,5245.01953125,17908.0,17903.0,,
3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.01953125,5245.8984375,17903.0,17906.0,,
3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.19140625,5245.3125,17907.0,17904.0,,
3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.01953125,,,,,
3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.0703125,17903.0,17910.0,,
3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.484375,5245.01953125,17908.0,17903.0,,
3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.3125,5246.19140625,17904.0,17907.0,,
3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,5245.8984375,17911.0,17906.0,,
3659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.77734375,5248.2421875,17909.0,17914.0,,
3680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.94921875,5246.484375,17913.0,17908.0,,
3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.484375,5247.0703125,17908.0,17910.0,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.94921875,5246.77734375,17913.0,17909.0,,
3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.19140625,,,,,
3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.94921875,17907.0,17913.0,,
3760,,,,,,,,,,,,,,,,,,,,,,,-2.9000000953674316,,,,,,,,,,5246.484375,5245.3125,17908.0,17904.0,,
3780,,,,,,,,,,,,,,,,,,,,,,,-2.890000104904175,,,,,,,,,,,,,,,
3801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.8984375,5245.01953125,17906.0,17903.0,,
3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.140625,5245.8984375,17900.0,17906.0,,
3841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.7265625,5243.5546875,17902.0,17898.0,,
