Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
0,,,,,32.0,,true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.33999633789062,0.7,0.047,2.0E-5,0.0015,5800.0,0.047,0.0015,5800.0,0.7,0.0078125,0.0078125,5199.31640625,5191.11328125,17747.0,17719.0,0.0,0.0
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5187.01171875,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5177.63671875,17705.0,17673.0,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5173.53515625,5164.16015625,17659.0,17627.0,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5161.5234375,5153.02734375,17618.0,17589.0,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5149.21875,5139.2578125,17576.0,17542.0,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5122.8515625,5113.4765625,17486.0,17454.0,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5110.25390625,5101.171875,17443.0,17412.0,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.0703125,5086.81640625,17398.0,17363.0,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.88671875,5074.8046875,17353.0,17322.0,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5071.875,5063.0859375,17312.0,17282.0,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5058.3984375,5048.73046875,17266.0,17233.0,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5046.09375,5036.1328125,17224.0,17190.0,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5019.7265625,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,-93.3499984741211,,,,,,,,,,,,,5010.9375,17134.0,17104.0,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5008.59375,4998.046875,17096.0,17060.0,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4995.703125,4986.328125,17052.0,17020.0,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4981.640625,4973.14453125,17004.0,16975.0,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4970.5078125,4960.83984375,16966.0,16933.0,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943.5546875,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4934.765625,16874.0,16844.0,,
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4931.8359375,4923.33984375,16834.0,16805.0,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920.99609375,4911.03515625,16797.0,16763.0,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4894.3359375,4885.83984375,16706.0,16677.0,,
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4870.60546875,4860.3515625,16625.0,16590.0,,
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4856.8359375,4848.33984375,16578.0,16549.0,,
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.41015625,4836.03515625,16539.0,16507.0,,
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4833.10546875,4824.0234375,16497.0,16466.0,,
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821.09375,4812.01171875,16456.0,16425.0,,
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808.49609375,4799.4140625,16413.0,16382.0,,
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4783.88671875,4775.09765625,16329.0,16299.0,,
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4771.875,4762.79296875,16288.0,16257.0,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4758.984375,4749.90234375,16244.0,16213.0,,
727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4735.83984375,,,,,
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726.46484375,16165.0,16133.0,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723.828125,4714.74609375,16124.0,16093.0,,
785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4698.33984375,4689.84375,16037.0,16008.0,,
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4686.328125,4677.83203125,15996.0,15967.0,,
846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4662.3046875,4653.80859375,15914.0,15885.0,,
866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650.29296875,4641.2109375,15873.0,15842.0,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4639.453125,4630.6640625,15836.0,15806.0,,
906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4627.1484375,4617.48046875,15794.0,15761.0,,
946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4603.125,4594.04296875,15712.0,15681.0,,
966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4591.11328125,4582.32421875,15671.0,15641.0,,
1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4566.50390625,4558.0078125,15587.0,15558.0,,
1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4554.78515625,4545.99609375,15547.0,15517.0,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4542.1875,4533.984375,15504.0,15476.0,,
1067,,,,,,,,,,,,,,,,,,,,,,,-93.33999633789062,,,,,,,,,,,,4531.0546875,4522.55859375,15466.0,15437.0,,
1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4518.75,4510.546875,15424.0,15396.0,,
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4507.6171875,4498.828125,15386.0,15356.0,,
1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4495.3125,4486.81640625,15344.0,15315.0,,
1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484.47265625,,15307.0,,,
1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471.875,4463.37890625,15264.0,15235.0,,
1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4460.7421875,4451.66015625,15226.0,15195.0,,
1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4448.4375,,,,,
1208,,,,,,,,,,,,,,,,,,,,,,,-93.3499984741211,,,,,,,,,,,,,4440.234375,15184.0,15156.0,,
1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437.01171875,4427.34375,15145.0,15112.0,,
1248,,,,,,,,,,,,,,,,,,,,,,,-93.33999633789062,,,,,,,,,,,,,,,,,
1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412.98828125,4403.61328125,15063.0,15031.0,,
1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.9765625,,,,,
1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4392.7734375,15022.0,14994.0,,
1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4389.2578125,4379.8828125,14982.0,14950.0,,
1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4377.5390625,4370.21484375,14942.0,14917.0,,
1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4354.6875,,,,,
1371,,,,,,,,,,,,,,,,,,,,,,,-93.3499984741211,,,,,,,,,,,,,4347.36328125,14864.0,14839.0,,
1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4342.96875,4334.765625,14824.0,14796.0,,
1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332.12890625,4323.6328125,14787.0,14758.0,,
1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4308.3984375,4299.0234375,14706.0,14674.0,,
1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296.38671875,4287.890625,14665.0,14636.0,,
1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284.375,4275.5859375,14624.0,14594.0,,
1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4261.23046875,,,,,
1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253.02734375,14545.0,14517.0,,
1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250.390625,4241.6015625,14508.0,14478.0,,
1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238.671875,4229.8828125,14468.0,14438.0,,
1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215.52734375,4207.6171875,,,,
1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14389.0,14362.0,,
1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204.39453125,4196.19140625,14351.0,14323.0,,
1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192.96875,4184.47265625,14312.0,14283.0,,
1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4181.54296875,,14273.0,,,
1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170.1171875,4162.5,14234.0,14208.0,,
1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4159.5703125,,,,,
1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150.78125,14198.0,14168.0,,
1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4148.4375,4139.35546875,14160.0,14129.0,,
1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4136.1328125,4128.515625,14118.0,14092.0,,
1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4114.74609375,4106.8359375,14045.0,14018.0,,
1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.3203125,4093.9453125,14006.0,13974.0,,
1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.30859375,4083.69140625,13965.0,13939.0,,
1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4080.46875,4074.0234375,13928.0,13906.0,,
1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4058.7890625,4050.29296875,13854.0,13825.0,,
1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047.0703125,,13814.0,,,
1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4037.40234375,4028.3203125,13781.0,13750.0,,
1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026.26953125,4017.7734375,13743.0,13714.0,,
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013.96484375,4007.8125,13701.0,13680.0,,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004.58984375,3995.21484375,13669.0,13637.0,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3993.75,3985.546875,13632.0,13604.0,,
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.73828125,,,,,
2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3975.29296875,13591.0,13569.0,,
2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.65625,3962.6953125,13560.0,13526.0,,
2073,,,,,,,,,,,,,,,,,,,,,,,-93.36000061035156,,,,,,,,,,,,,,,,,
2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3949.8046875,3943.65234375,13482.0,13461.0,,
2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3929.00390625,,,,,
2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920.80078125,13411.0,13383.0,,
2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3907.03125,3898.828125,13336.0,13308.0,,
2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896.484375,3887.98828125,13300.0,,,
2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13271.0,,
2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3885.64453125,3878.90625,13263.0,13240.0,,
2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3874.8046875,,,,,
2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867.7734375,13226.0,13202.0,,
2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854.00390625,3846.38671875,13155.0,13129.0,,
2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3843.75,3835.546875,13120.0,13092.0,,
2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3822.65625,3812.6953125,13048.0,13014.0,,
2355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3811.23046875,3804.4921875,13009.0,12986.0,,
2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3801.26953125,3793.06640625,12975.0,12947.0,,
2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788.96484375,3781.93359375,12933.0,12909.0,,
2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3779.58984375,3770.80078125,12901.0,12871.0,,
2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3767.87109375,3761.71875,12861.0,12840.0,,
2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758.203125,3750.0,12828.0,12800.0,,
2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3746.484375,3738.8671875,12788.0,12762.0,,
2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3737.40234375,3728.02734375,12757.0,12725.0,,
2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3725.68359375,3718.9453125,12717.0,12694.0,,
2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704.00390625,3696.97265625,12643.0,12619.0,,
2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3682.6171875,3676.7578125,12570.0,12550.0,,
2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672.94921875,3664.74609375,12537.0,12509.0,,
2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.5625,3643.65234375,12464.0,12437.0,,
2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641.015625,3633.3984375,12428.0,12402.0,,
2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3630.76171875,3623.14453125,12393.0,12367.0,,
