Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
0,,,,,32.0,,true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.37000274658203,0.7,0.047,2.0E-5,0.0015,4500.0,0.047,0.0015,4500.0,0.7,0.0078125,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0
562,,,,,,,,,,,,,,,,,,,,,,,-90.36000061035156,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,-90.37000274658203,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,,,,,,,-90.36000061035156,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,,,,-90.37000274658203,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,-90.36000061035156,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,,,-90.37000274658203,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,,,,,,,-90.36000061035156,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,,,-90.37000274658203,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,,,-90.36000061035156,,,,,,,,,,,,,,,,,
1186,,,,,,,,,,,,,,,,,,,,,,,-90.37000274658203,,,,,,,,,,,,,,,,,
1246,,,,,,,,,,,,,,,,,,,,,,,-90.36000061035156,,,,,,,,,,,,,,,,,
1427,,,,,,,,,,,,,,,,,,,,,,,-90.37000274658203,,,,,,,,,,,,,,,,,
1467,,,,,,,,,,,,,,,,,,,,,,,-90.36000061035156,,,,,,,,,,,,,,,,,
1748,,,,,,,,,,,,,,,,,,,,,,,-90.37000274658203,,,,,,,,,,,,,,,,,
1769,,,,,,,,,,,,,,,,,,,,,,,-90.36000061035156,,,,,,,,,,,,,,,,,
1788,,,,,,,,,,,,,,,,,,,,,,,-90.37000274658203,,,,,,,,,,,,,,,,,
2332,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,,,,,,,,,,,,,,,,,,,,,,,-90.37999725341797,,,,,,,,,,,,,,,,,
2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6171875,6.73828125,26.0,23.0,,
2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.76171875,26.953125,,,,
2413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,92.0,,
2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3125,64.74609375,240.0,221.0,,
2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.26953125,118.9453125,431.0,406.0,,
2495,,,,,,,,,,,,,,,,,,,,,,,-90.38999938964844,,,,,,,,,,,,281.54296875,268.359375,961.0,916.0,,
2513,,,,,,,,,,,,,,,,,,,,,,,-90.37999725341797,,,,,,,,,,,,364.16015625,353.90625,1243.0,1208.0,,
2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.29296875,440.0390625,1537.0,1502.0,,
2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.3046875,526.46484375,1834.0,1797.0,,
2573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.00390625,617.28515625,2147.0,2107.0,,
2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.99609375,712.5,2461.0,2432.0,,
2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.26171875,806.25,2793.0,2752.0,,
2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.52734375,902.34375,3125.0,3080.0,,
2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.1875,,,,,
