Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
3467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.48828125,6249.90234375,21335.0,21333.0,,
3488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.1953125,6250.1953125,21334.0,21334.0,,
3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250.48828125,6251.3671875,21335.0,21338.0,,
3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6251.953125,6251.953125,21340.0,21340.0,,
3588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6252.24609375,6251.3671875,21341.0,21338.0,,
3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6251.07421875,6250.48828125,21337.0,21335.0,,
3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6249.31640625,,21331.0,,,
3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247.265625,6248.4375,21324.0,21328.0,,
3670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6245.21484375,6245.80078125,21317.0,21319.0,,
3690,,,,,,,,,,,,,,,,,,,,,,,-94.88999938964844,,,,,,,,,,,,6242.87109375,6243.1640625,21309.0,21310.0,,
3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6239.6484375,6240.234375,21298.0,21300.0,,
3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6237.3046875,6237.3046875,21290.0,21290.0,,
3749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6234.66796875,6236.1328125,21281.0,21286.0,,
3769,,,,,,,,,,,,,,,,,,,,,,,-94.87999725341797,,,,,,,,,,,,,,,,,
3791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6230.56640625,6232.32421875,21267.0,21273.0,,
3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.39453125,6229.6875,21263.0,21264.0,,
3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6227.05078125,21254.0,21255.0,,
3870,,,,,,,,,,,,,,,,,,,,,,,-94.88999938964844,,,,,,,,,,,,6220.8984375,6221.19140625,21234.0,21235.0,,
3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.74609375,6216.50390625,21213.0,21219.0,,
3931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6212.40234375,6213.28125,21205.0,21208.0,,
3951,,,,,,,,,,,,,,,,,,,,,,,-94.87999725341797,,,,,,,,,,,,6210.3515625,6210.05859375,21198.0,21197.0,,
3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.90625,6203.90625,21176.0,21176.0,,
4012,,,,,,,,,,,,,,,,,,,,,,,-94.88999938964844,,,,,,,,,,,,6200.68359375,6201.85546875,21165.0,21169.0,,
4031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6198.046875,,,,,
4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21156.0,,,
4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6195.1171875,6198.046875,21146.0,21156.0,,
4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6193.359375,,,,,
4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6195.41015625,21140.0,21147.0,,
4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6191.6015625,6192.48046875,21134.0,21137.0,,
