Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
0,,,,,33.0,,true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.19000244140625,0.7,0.047,2.0E-5,0.0015,4300.0,0.047,0.0015,4300.0,0.7,0.0078125,0.0390625,4200.5859375,4206.73828125,14338.0,14359.0,0.0,0.0
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220.80078125,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4226.66015625,14407.0,14427.0,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4230.17578125,4235.7421875,14439.0,14458.0,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4239.55078125,4244.53125,14471.0,14488.0,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248.6328125,4253.3203125,14502.0,14518.0,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256.8359375,4261.5234375,14530.0,14546.0,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265.625,4271.77734375,14560.0,14581.0,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4274.12109375,4279.6875,14589.0,14608.0,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4282.03125,4287.3046875,14616.0,14634.0,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4289.94140625,4294.921875,14643.0,14660.0,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298.4375,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4301.07421875,14672.0,14681.0,,
205,,,,,,,,,,,,,,,,,,,,,,,-96.19999694824219,,,,,,,,,,,,4304.8828125,4307.8125,14694.0,14704.0,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4311.328125,4313.671875,14716.0,14724.0,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4317.1875,4321.2890625,14736.0,14750.0,,
264,,,,,,,,,,,,,,,,,,,,,,,-96.19000244140625,,,,,,,,,,,,4323.33984375,4327.1484375,14757.0,14770.0,,
284,,,,,,,,,,,,,,,,,,,,,,,-96.19999694824219,,,,,,,,,,,,4329.19921875,4334.1796875,14777.0,14794.0,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334.765625,4339.453125,14796.0,14812.0,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4341.2109375,4344.140625,14818.0,14828.0,,
