Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/FMSControlData,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:
9913,,,,,,3921.97265625,3908.7890625,13387.0,13342.0
9933,,,,,,3908.203125,3897.0703125,13340.0,13302.0
9953,,,,,,3895.3125,,13296.0,
9973,,,,,,3882.421875,3869.53125,13252.0,13208.0
9992,,,,,,3868.9453125,,13206.0,
10013,,,,,,3855.76171875,3857.51953125,13161.0,13167.0
10032,,,,,,3843.75,3831.15234375,13120.0,
10033,,,,,,,,,13077.0
10053,,,,,,3829.39453125,3816.50390625,13071.0,13027.0
10072,,,,,,3817.3828125,,,
10073,,,,,,,3805.6640625,13030.0,12990.0
10092,,,,,,3803.3203125,,,
10093,,,,,,,3792.1875,12982.0,12944.0
10113,,,,,,3791.6015625,3778.7109375,12942.0,12898.0
10133,,,,,,3776.953125,3764.94140625,12892.0,12851.0
10153,,,,,,3765.234375,3754.1015625,12852.0,12814.0
10174,,,,,,3751.46484375,,12805.0,
10194,,,,,,3739.74609375,3727.1484375,12765.0,12722.0
10213,,,,,,3725.68359375,,,
10214,,,,,,,3713.671875,12717.0,12676.0
10234,,,,,,3714.2578125,3703.125,12678.0,12640.0
10254,,,,,,3700.1953125,3689.35546875,12630.0,12593.0
10274,,,,,,3688.4765625,3676.46484375,12590.0,12549.0
10296,,,,,,3674.4140625,3662.98828125,12542.0,
10297,,,,,,,,,12503.0
10314,,,,,,3662.40234375,3650.68359375,12501.0,12461.0
10334,,,,,,3648.92578125,,,
10335,,,,,,,3637.79296875,12455.0,12417.0
10355,,,,,,3636.62109375,3624.90234375,12413.0,12373.0
10375,,,,,,3624.0234375,3612.01171875,12370.0,12329.0
10396,,,,,,3610.83984375,3599.4140625,12325.0,12286.0
10415,,,,,,3597.94921875,3586.81640625,12281.0,12243.0
10435,,,,,,3585.64453125,,12239.0,
10455,,,,,,3572.4609375,,,
10456,,,,,,,3561.03515625,12194.0,12155.0
10475,,,,,,3559.5703125,,,
10476,,,,,,,3548.73046875,12150.0,12113.0
10496,,,,,,3547.8515625,3536.71875,12110.0,12072.0
10516,,,,,,3535.25390625,,12067.0,
10536,,,,,,3522.94921875,3510.64453125,12025.0,11983.0
10556,,,,,,3510.64453125,3499.51171875,11983.0,11945.0
10576,,,,,,3497.4609375,3486.62109375,11938.0,11901.0
10596,,,,,,3485.7421875,3474.31640625,,
10597,,,,,,,,11898.0,11859.0
10616,,,,,,3473.4375,,,
10617,,,,,,,3462.3046875,11856.0,11818.0
10637,,,,,,3459.66796875,3448.828125,11809.0,11772.0
10657,,,,,,3447.65625,3434.47265625,11768.0,11723.0
10677,,,,,,3435.05859375,3421.875,11725.0,11680.0
10717,,,,,,3407.8125,3409.5703125,11632.0,
10718,,,,,,,,,11638.0
10737,,,,,,3395.5078125,3384.66796875,11590.0,11553.0
10757,,,,,,3383.203125,,,
10758,,,,,,,3372.0703125,11548.0,11510.0
10778,,,,,,3369.43359375,3359.1796875,11501.0,11466.0
10798,,,,,,3356.8359375,3344.82421875,11458.0,11417.0
10818,,,,,,3343.9453125,,11414.0,
10838,,,,,,3331.0546875,3331.34765625,11370.0,11371.0
10858,,,,,,3317.578125,3304.98046875,11324.0,11281.0
10878,,,,,,3304.39453125,,11279.0,
10898,,,,,,3291.50390625,3280.078125,,
10899,,,,,,,,11235.0,11196.0
10919,,,,,,3278.61328125,3267.7734375,11191.0,11154.0
10939,,,,,,3265.4296875,3255.17578125,11146.0,11111.0
10959,,,,,,3252.5390625,3241.9921875,11102.0,11066.0
10979,,,,,,3240.52734375,,11061.0,
10999,,,,,,3227.63671875,,,
11000,,,,,,,3215.33203125,11017.0,10975.0
11019,,,,,,3213.8671875,3202.1484375,10970.0,10930.0
11039,,,,,,3200.68359375,,,
11040,,,,,,,3188.96484375,10925.0,10885.0
11059,,,,,,3187.20703125,,,
11060,,,,,,,3175.78125,10879.0,10840.0
11080,,,,,,3174.0234375,3162.59765625,10834.0,10795.0
11100,,,,,,3161.1328125,3149.4140625,10790.0,10750.0
11120,,,,,,3149.12109375,,10749.0,
11140,,,,,,3136.5234375,3123.6328125,10706.0,
11141,,,,,,,,,10662.0
11160,,,,,,3123.92578125,3110.7421875,10663.0,10618.0
11181,,,,,,3111.03515625,3098.14453125,10619.0,
11182,,,,,,,,,10575.0
11200,,,,,,3098.14453125,,,
11201,,,,,,,3085.546875,10575.0,10532.0
11221,,,,,,3084.9609375,3072.65625,10530.0,10488.0
11241,,,,,,3071.77734375,3059.47265625,10485.0,10443.0
11261,,,,,,3058.59375,3046.58203125,10440.0,10399.0
11281,,,,,,3045.1171875,3033.3984375,10394.0,10354.0
11301,,,,,-4.389999866485596,3031.93359375,3020.21484375,10349.0,10309.0
11321,,,,,,3019.04296875,3007.03125,,
11322,,,,,,,,10305.0,10264.0
11341,,,,,,3005.859375,,,
11342,,,,,,,2994.140625,10260.0,10220.0
11362,,,,,,2992.96875,2981.25,10216.0,10176.0
11382,,,,,-4.380000114440918,2980.37109375,2968.06640625,10173.0,10131.0
11402,,,,,-4.389999866485596,2967.1875,,10128.0,
11423,,,,,,2954.00390625,,,
11424,,,,,-4.380000114440918,,2955.17578125,10083.0,10087.0
11442,,,,,,2941.11328125,,,
11443,,,,,-4.389999866485596,,2942.28515625,10039.0,10043.0
11463,,,,,,2927.63671875,2916.50390625,9993.0,
11464,,,,,,,,,9955.0
11482,,,,,,2914.453125,,,
11483,,,,,,,2903.90625,9948.0,9912.0
11503,,,,,,2901.5625,,9904.0,
11523,,,,,,2888.671875,2878.7109375,9860.0,9826.0
11543,,,,,,2875.78125,2865.8203125,9816.0,9782.0
11563,,,,,,2863.18359375,2852.9296875,9773.0,9738.0
11583,,,,,,2850.87890625,2840.0390625,9731.0,9694.0
11603,,,,,,2838.57421875,2827.44140625,9689.0,9651.0
11623,,,,,,2826.26953125,,,
11624,,,,,-4.380000114440918,,,9647.0,
11644,,,,,,2813.671875,2814.2578125,9604.0,9606.0
11664,,,,,,2800.78125,2789.6484375,9560.0,9522.0
11684,,,,,,2788.4765625,,9518.0,
11704,,,,,,2775.87890625,2764.74609375,9475.0,9437.0
11724,,,,,,2763.8671875,2752.44140625,9434.0,9395.0
11743,,,,,,2752.44140625,,,
11744,,,,,,,2740.4296875,9395.0,9354.0
11763,,,,,,2740.4296875,,9354.0,
11783,,,,,,2727.83203125,,,
11784,,,,,,,2716.69921875,9311.0,9273.0
11804,,,,,,2715.52734375,2704.6875,9269.0,9232.0
11824,,,,,,2702.9296875,2692.67578125,9226.0,9191.0
11844,,,,,,2690.625,2680.078125,9184.0,9148.0
11864,,,,,,2678.02734375,2667.1875,9141.0,9104.0
11884,,,,,,2665.13671875,2653.41796875,9097.0,9057.0
11904,,,,,,2652.83203125,2640.234375,9055.0,
11905,,,,,,,,,9012.0
11924,,,,,,2640.52734375,,9013.0,
11945,,,,,,2626.46484375,2615.33203125,8965.0,8927.0
11965,,,,,,2614.16015625,2602.734375,8923.0,8884.0
11985,,,,,,2601.85546875,,8881.0,
12005,,,,,,2589.55078125,2578.125,8839.0,8800.0
12025,,,,,,2575.1953125,2564.94140625,8790.0,8755.0
12045,,,,,,2563.18359375,2550.87890625,8749.0,8707.0
12065,,,,,,2551.171875,,8708.0,
12085,,,,,,2537.40234375,2526.5625,8661.0,8624.0
12105,,,,,,2524.21875,,,
12106,,,,,,,2513.671875,8616.0,8580.0
12126,,,,,,2513.0859375,,,
12127,,,,,,,2500.78125,8578.0,8536.0
12146,,,,,,2499.31640625,2488.4765625,8531.0,8494.0
12166,,,,,,2485.83984375,2474.70703125,8485.0,8447.0
12207,,,,,-4.389999866485596,2460.9375,2449.51171875,8400.0,8361.0
12227,,,,,,2448.046875,,8356.0,
12246,,,,,,2435.7421875,2436.9140625,8314.0,
12247,,,,,,,,,8318.0
12267,,,,,,2422.8515625,2424.31640625,8270.0,8275.0
12287,,,,,,2409.9609375,2398.2421875,8226.0,8186.0
12307,,,,,,2397.0703125,2385.3515625,8182.0,8142.0
12327,,,,,,2384.47265625,,8139.0,
12347,,,,,,2371.58203125,2359.86328125,8095.0,
12348,,,,,,,,,8055.0
12370,,,,,,2359.27734375,,8053.0,
12388,,,,,,2346.38671875,2335.546875,8009.0,7972.0
12408,,,,,,2334.08203125,2322.94921875,7967.0,7929.0
12428,,,,,,2321.484375,2310.3515625,7924.0,7886.0
12448,,,,,,2308.88671875,,,
12449,,,,,,,2297.4609375,7881.0,7842.0
12468,,,,,,2296.875,,,
12469,,,,,,,2286.62109375,7840.0,7805.0
12488,,,,,,2283.984375,,7796.0,
12509,,,,,,2272.8515625,2273.4375,7758.0,7760.0
12529,,,,,,2259.375,2247.94921875,7712.0,7673.0
12549,,,,,,2235.05859375,,,
12550,,,,,,,2224.21875,7629.0,7592.0
12569,,,,,,2223.6328125,2211.62109375,7590.0,7549.0
12589,,,,,,2210.15625,2198.4375,,
12590,,,,,-4.400000095367432,,,7544.0,7504.0
12609,,,,,,2198.14453125,,,
12610,,,,,,,,7503.0,
12630,,,,,,2185.546875,2173.53515625,7460.0,7419.0
12652,,,,,,2172.65625,2160.05859375,7416.0,7373.0
12670,,,,,,2160.3515625,2148.6328125,7374.0,7334.0
12690,,,,,,2147.16796875,2136.328125,7329.0,7292.0
12710,,,,,,2134.5703125,,7286.0,
12730,,,,,,2121.38671875,,,
12731,,,,,,,2109.66796875,7241.0,7201.0
12750,,,,,,2108.7890625,,7198.0,
12771,,,,,,2095.8984375,2084.47265625,7154.0,7115.0
12791,,,,,,2083.0078125,2070.99609375,7110.0,7069.0
12811,,,,,,2070.1171875,,7066.0,
12831,,,,,,2057.8125,2046.38671875,7024.0,6985.0
12851,,,,,,2044.62890625,2032.03125,6979.0,6936.0
12871,,,,,,2031.15234375,2019.7265625,6933.0,6894.0
12891,,,,,,2019.43359375,,,
12892,,,,,,,2008.0078125,6893.0,6854.0
12911,,,,,,2005.6640625,,,
12912,,,,,,,,6846.0,
12934,,,,,,1992.48046875,1993.65234375,6801.0,6805.0
12952,,,,,,1981.0546875,1969.62890625,6762.0,6723.0
12972,,,,,,1967.28515625,1955.56640625,6715.0,6675.0
12992,,,,,,1954.1015625,1942.67578125,6670.0,6631.0
13032,,,,,,1929.4921875,,,
13033,,,,,,,1930.078125,6586.0,6588.0
13053,,,,,,1915.13671875,1904.296875,6537.0,6500.0
13073,,,,,,1903.125,1890.8203125,6496.0,6454.0
13094,,,,,,1890.52734375,1878.515625,6453.0,6412.0
13113,,,,,-4.409999847412109,1877.34375,1866.50390625,6408.0,6371.0
13133,,,,,,1863.8671875,1852.734375,6362.0,6324.0
13153,,,,,,1851.85546875,1840.72265625,6321.0,6283.0
13193,,,,,,1826.953125,,,
13194,,,,,-4.400000095367432,,1828.125,6236.0,6240.0
13214,,,,,,1814.35546875,1802.9296875,6193.0,6154.0
13234,,,,,-4.409999847412109,1801.7578125,1790.625,6150.0,6112.0
13254,,,,,-4.400000095367432,1789.16015625,1777.734375,6107.0,6068.0
13274,,,,,,1776.5625,1765.4296875,6064.0,
13275,,,,,,,,,6026.0
13294,,,,,,1764.2578125,1753.125,6022.0,
13295,,,,,-4.409999847412109,,,,5984.0
13314,,,,,,1752.24609375,,5981.0,
13334,,,,,,1740.234375,,,
13335,,,,,,,1740.234375,5940.0,5940.0
13354,,,,,,1727.63671875,,,
13355,,,,,-4.400000095367432,,1715.91796875,5897.0,5857.0
13375,,,,,,1714.453125,,5852.0,
13395,,,,,,1701.5625,1691.015625,5808.0,5772.0
13416,,,,,,1688.671875,1677.5390625,5764.0,5726.0
13435,,,,,,1676.3671875,1665.234375,5722.0,5684.0
13455,,,,,,1664.35546875,1651.7578125,5681.0,5638.0
13475,,,,,,1652.34375,1640.625,5640.0,
13476,,,,,,,,,5600.0
13514,,,,,,1627.1484375,,,
13515,,,,,,,1626.5625,5554.0,5552.0
13534,,,,,,1614.2578125,,,
13535,,,,,,,1601.953125,5510.0,5468.0
13555,,,,,,1601.07421875,1590.8203125,5465.0,5430.0
13575,,,,,,1588.18359375,1576.7578125,5421.0,5382.0
13595,,,,,,1575.29296875,1565.625,5377.0,5344.0
13615,,,,,,1562.6953125,,5334.0,
13635,,,,,,1550.09765625,,,
13636,,,,,,,1539.84375,5291.0,5256.0
13655,,,,,,1537.79296875,,5249.0,
13676,,,,,,1524.90234375,1514.35546875,5205.0,5169.0
13696,,,,,,1512.59765625,,5163.0,
13716,,,,,,1500.29296875,1488.8671875,5121.0,5082.0
13736,,,,,,1487.6953125,,5078.0,
13756,,,,,,1474.8046875,1475.68359375,5034.0,5037.0
13778,,,,,,1462.5,1449.90234375,4992.0,4949.0
13796,,,,,,1449.90234375,,,
13797,,,,,,,,4949.0,
13816,,,,,,1437.01171875,,,
13817,,,,,,,1437.890625,4905.0,4908.0
13837,,,,,,1424.70703125,1412.6953125,4863.0,4822.0
13857,,,,,,1412.109375,1399.21875,4820.0,4776.0
13877,,,,,,1399.21875,1388.37890625,4776.0,4739.0
13897,,,,,,1386.03515625,1374.609375,4731.0,4692.0
13917,,,,,,1373.73046875,,,
13918,,,,,,,1363.4765625,4689.0,4654.0
13937,,,,,,1360.546875,,4644.0,
13958,,,,,,1348.53515625,1350.29296875,4603.0,4609.0
13977,,,,,,1336.23046875,,,
13978,,,,,,,1338.8671875,4561.0,4570.0
13998,,,,,,1324.51171875,1312.79296875,4521.0,4481.0
14018,,,,,,1312.20703125,1300.48828125,4479.0,4439.0
14058,,,,,,1287.01171875,1275.5859375,4393.0,4354.0
14078,,,,,,1274.4140625,1263.28125,4350.0,4312.0
14098,,,,,,1262.109375,1251.85546875,,
14099,,,,,,,,4308.0,4273.0
14118,,,,,,1249.51171875,,,
14119,,,,,,,,4265.0,
14139,,,,,,1237.79296875,1238.671875,4225.0,4228.0
14159,,,,,,1225.1953125,1214.35546875,4182.0,4145.0
14199,,,,,,1200.29296875,1189.16015625,4097.0,4059.0
14219,,,,,,1188.28125,,4056.0,
14239,,,,,,1175.9765625,,,
14240,,,,,,,1165.13671875,4014.0,3977.0
14260,,,,,,1163.37890625,1152.24609375,3971.0,3933.0
14301,,,,,,1139.35546875,1140.52734375,3889.0,3893.0
14320,,,,,,1127.05078125,1116.2109375,3847.0,3810.0
14340,,,,,,1113.8671875,,3802.0,
14360,,,,,,1103.02734375,,,
14361,,,,,,,1104.78515625,3765.0,3771.0
14380,,,,,,1091.6015625,1079.58984375,3726.0,3685.0
14401,,,,,,1078.41796875,1068.75,3681.0,3648.0
14421,,,,,,1066.11328125,1055.2734375,3639.0,3602.0
14441,,,,,,1055.2734375,1043.5546875,3602.0,3562.0
14461,,,,,,1042.3828125,1031.8359375,3558.0,3522.0
14481,,,,,,1029.4921875,,3514.0,
14501,,,,,,1018.359375,1006.93359375,3476.0,3437.0
14521,,,,,,1006.0546875,,3434.0,
14541,,,,,,992.87109375,981.73828125,,
14542,,,,,,,,3389.0,3351.0
14562,,,,,,981.73828125,970.3125,,
14563,,,,,,,,3351.0,3312.0
14582,,,,,,968.84765625,,3307.0,
14602,,,,,,956.8359375,945.41015625,3266.0,3227.0
14622,,,,,,945.41015625,934.5703125,3227.0,3190.0
14642,,,,,,933.10546875,,,
14643,,,,,,,923.4375,3185.0,3152.0
14663,,,,,,921.09375,,3144.0,
14683,,,,,,910.546875,899.4140625,3108.0,3070.0
14702,,,,,,898.2421875,,,
14703,,,,,,,888.8671875,3066.0,3034.0
14724,,,,,,886.81640625,876.5625,3027.0,2992.0
14763,,,,,,864.84375,864.55078125,2952.0,2951.0
14783,,,,,,852.5390625,843.75,2910.0,2880.0
14803,,,,,,842.87109375,832.03125,2877.0,
14804,,,,,,,,,2840.0
14823,,,,,,831.15234375,,,
14824,,,,,,,821.77734375,2837.0,2805.0
14845,,,,,,820.8984375,811.5234375,2802.0,2770.0
14864,,,,,,808.88671875,,2761.0,
14884,,,,,,,800.390625,,2732.0
14905,,,,,,787.79296875,778.7109375,2689.0,2658.0
14924,,,,,,776.953125,,2652.0,
14944,,,,,,766.11328125,756.4453125,2615.0,
14945,,,,,,,,,2582.0
14964,,,,,,755.859375,744.7265625,2580.0,2542.0
14985,,,,,,745.01953125,735.64453125,2543.0,2511.0
15005,,,,,,733.88671875,,2505.0,
15025,,,,,,722.75390625,724.21875,2467.0,2472.0
15045,,,,,,712.5,713.96484375,2432.0,2437.0
15065,,,,,,701.3671875,691.69921875,2394.0,2361.0
15356,,,,,,678.80859375,669.43359375,2317.0,2285.0
15359,,,,,,635.7421875,626.3671875,2209.0,2176.0
15360,,,,,,582.421875,571.875,1988.0,1990.0
15361,,,,,,558.984375,549.90234375,1908.0,1877.0
15362,,,,,,548.73046875,539.0625,1873.0,1840.0
15366,,,,,,537.3046875,,1834.0,
15386,,,,,,526.46484375,517.08984375,1797.0,1765.0
15406,,,,,,516.2109375,505.95703125,1762.0,1727.0
15447,,,,,,493.65234375,484.27734375,1685.0,1653.0
15487,,,,,,471.6796875,461.1328125,1610.0,1574.0
15507,,,,,,461.1328125,,1574.0,
15527,,,,,,451.46484375,440.91796875,1541.0,1505.0
15567,,,,,,426.85546875,,,
15568,,,,,,,417.48046875,1457.0,1425.0
15587,,,,,,416.30859375,,1421.0,
15608,,,,,,406.640625,408.10546875,1388.0,1393.0
15628,,,,,,395.5078125,397.55859375,1350.0,1357.0
15648,,,,,,386.1328125,375.87890625,1318.0,1283.0
15668,,,,,,376.46484375,365.91796875,1285.0,1249.0
15688,,,,,,365.91796875,,,
15689,,,,,,,354.78515625,1249.0,1211.0
15709,,,,,,352.734375,,1204.0,
15729,,,,,,340.72265625,330.76171875,1163.0,1129.0
15749,,,,,,319.04296875,310.546875,1089.0,1060.0
15769,,,,,,309.08203125,300.5859375,1055.0,1026.0
15789,,,,,,300.0,291.2109375,1024.0,994.0
15809,,,,,,290.625,281.25,,
15810,,,,,,,,992.0,960.0
15829,,,,,,280.95703125,,959.0,
15850,,,,,,268.9453125,269.82421875,918.0,
15851,,,,,,,,,921.0
15869,,,,,,256.93359375,,,
15870,,,,,,,257.2265625,877.0,878.0
15890,,,,,,244.921875,245.21484375,836.0,837.0
15910,,,,,,232.03125,220.3125,792.0,752.0
15930,,,,,,218.26171875,207.71484375,745.0,
15931,,,,,,,,,709.0
15950,,,,,,205.37109375,195.703125,701.0,
15951,,,,,,,,,668.0
15971,,,,,,192.7734375,183.984375,658.0,628.0
15991,,,,,-4.409999847412109,181.640625,,620.0,
16011,,,,,,173.4375,174.0234375,592.0,594.0
16031,,,,,,166.69921875,166.69921875,569.0,569.0
16032,,,,,-4.400000095367432,,,,
16051,,,,,-4.409999847412109,160.546875,160.546875,548.0,548.0
16071,,,,,,153.80859375,146.484375,525.0,500.0
16092,,,,,,146.19140625,137.6953125,499.0,470.0
16111,,,,,,136.23046875,,,
16112,,,,,-4.400000095367432,,126.5625,465.0,432.0
16133,,,,,,125.09765625,,,
16134,,,,,,,,427.0,
16152,,,,,,113.0859375,114.2578125,386.0,390.0
16172,,,,,,100.78125,101.953125,344.0,348.0
16192,,,,,,88.18359375,76.46484375,301.0,261.0
16212,,,,,,76.171875,,260.0,
16232,,,,,,64.16015625,65.0390625,219.0,222.0
16252,,,,,,51.5625,,,
16253,,,,,,,39.84375,176.0,136.0
16272,,,,,,38.671875,,,
16273,,,,,,,,132.0,
16293,,,,,,26.3671875,16.9921875,90.0,58.0
16314,,,,,,15.8203125,,54.0,
16333,,,,,,7.91015625,8.49609375,27.0,29.0
16353,,,,,,2.63671875,0.29296875,9.0,1.0
16373,,,,,,0.29296875,,1.0,
16393,,,,,,0.0,0.0,0.0,0.0
16615,,,,,-4.409999847412109,,,,
16655,,,,,-4.400000095367432,,,,
16735,,,,,-4.409999847412109,,,,
16796,,,,,-4.400000095367432,,,,
16816,,,,,-4.409999847412109,,,,
16836,,,,,-4.400000095367432,,,,
17259,,,,,-4.409999847412109,,,,
