Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436.328125,,18556.0,,,
3495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5430.17578125,5430.76171875,18535.0,18537.0,,
3535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5428.125,5427.83203125,18528.0,18527.0,,
3556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5424.90234375,5424.90234375,18517.0,18517.0,,
3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5422.265625,5422.55859375,18508.0,18509.0,,
3595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416.9921875,5417.28515625,18490.0,18491.0,,
3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5414.94140625,,18483.0,,
3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5414.6484375,,18482.0,,,
3656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5409.08203125,5409.66796875,18463.0,18465.0,,
3695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5404.6875,5404.98046875,18448.0,18449.0,,
3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5402.34375,,18440.0,,
3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5402.34375,,18440.0,,,
3756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,5397.94921875,18432.0,18425.0,,
3802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5393.26171875,5392.96875,18409.0,18408.0,,
3816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390.625,,,,,
3817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390.91796875,18400.0,18401.0,,
3857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5386.23046875,5388.28125,18385.0,18392.0,,
3877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385.9375,,18384.0,,
3897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381.54296875,5381.54296875,18369.0,18369.0,,
3937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5379.19921875,5377.44140625,18361.0,18355.0,,
3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375.09765625,5375.09765625,18347.0,18347.0,,
3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5373.046875,5373.33984375,18340.0,18341.0,,
4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5371.58203125,5370.99609375,18335.0,18333.0,,
4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5368.9453125,5368.65234375,18326.0,18325.0,,
4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367.48046875,5365.4296875,18321.0,18314.0,,
4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5365.13671875,,18313.0,,,
4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361.9140625,5364.2578125,18302.0,18310.0,,
4119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361.62109375,,18301.0,,
4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5359.86328125,5357.2265625,18295.0,18286.0,,
4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5358.3984375,,18290.0,,,
4179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5354.296875,5356.34765625,18276.0,18283.0,,
4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350.1953125,5351.953125,18262.0,18268.0,,
4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5348.73046875,5350.48828125,18257.0,18263.0,,
4260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5348.4375,,18256.0,,
4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346.6796875,5347.265625,18250.0,18252.0,,
4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5343.1640625,5343.75,18238.0,18240.0,,
4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342.28515625,5341.40625,18235.0,18232.0,,
4360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5339.0625,5339.6484375,18224.0,18226.0,,
4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337.59765625,,18219.0,,,
4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336.71875,5337.59765625,18216.0,18219.0,,
4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333.49609375,5334.9609375,18205.0,18210.0,,
4460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334.66796875,,18209.0,,
4480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330.56640625,5332.32421875,18195.0,18201.0,,
4501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331.15234375,,18197.0,,
4520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329.98046875,5328.22265625,18193.0,18187.0,,
4541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327.34375,,18184.0,,,
4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5326.7578125,5327.34375,18182.0,18184.0,,
4581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325.29296875,5325.0,18177.0,18176.0,,
4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5322.65625,5321.77734375,18168.0,18165.0,,
4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320.01953125,5321.484375,,,,
4642,,,,,,,,,,,,,,,,,,,,,,,-0.9700000286102295,,,,,,,,,,,,,18159.0,18164.0,,
4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5317.3828125,,,,,
4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5318.5546875,18150.0,18154.0,,
4682,,,,,,,,,,,,,,,,,,,,,,,-0.9599999785423279,,,,,,,,,,,,5317.96875,,18152.0,,
4702,,,,,,,,,,,,,,,,,,,,,,,-0.9700000286102295,,,,,,,,,,,5314.16015625,5315.91796875,18139.0,18145.0,,
4741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5314.16015625,,18139.0,,
4762,,,,,,,,,,,,,,,,,,,,,,,-0.9599999785423279,,,,,,,,,,,5312.109375,5312.6953125,18132.0,18134.0,,
4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5311.81640625,5311.5234375,18131.0,18130.0,,
4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310.05859375,5310.05859375,,,,
4805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18125.0,18125.0,,
4824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5308.59375,5308.0078125,18120.0,18118.0,,
4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5307.12890625,5307.421875,18115.0,18116.0,,
4864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306.8359375,5305.078125,18114.0,18108.0,,
4884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.90625,5305.6640625,18104.0,18110.0,,
4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304.19921875,5303.02734375,18105.0,18101.0,,
4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5301.85546875,5300.390625,18097.0,18092.0,,
4944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299.21875,,18088.0,,,
4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.9765625,,18094.0,,
4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299.8046875,5299.51171875,18090.0,18089.0,,
5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5297.75390625,5297.16796875,18083.0,18081.0,,
5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5295.703125,5296.58203125,18076.0,18079.0,,
5064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296.2890625,,18078.0,,
5088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5294.82421875,5294.23828125,18073.0,18071.0,,
5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293.9453125,5293.9453125,18070.0,18070.0,,
5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293.06640625,5292.48046875,18067.0,18065.0,,
5145,,,,,,,,,,,,,,,,,,,,,,,-0.9700000286102295,,,,,,,,,,,5291.6015625,5293.06640625,18062.0,18067.0,,
5165,,,,,,,,,,,,,,,,,,,,,,,-0.9599999785423279,,,,,,,,,,,5291.30859375,5290.4296875,18061.0,18058.0,,
5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.84375,5290.13671875,18056.0,18057.0,,
5206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287.20703125,5287.79296875,18047.0,18049.0,,
5226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287.79296875,5288.671875,18049.0,18052.0,,
5246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5286.328125,,18044.0,,
5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5285.44921875,5286.03515625,18041.0,18043.0,,
5286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.2265625,5283.984375,18030.0,18036.0,,
5306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5284.27734375,,18037.0,,
5327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5283.10546875,5282.51953125,18033.0,18031.0,,
5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281.0546875,5279.58984375,18026.0,18021.0,,
5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5279.00390625,5279.8828125,18019.0,18022.0,,
5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277.83203125,,18015.0,,
5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.953125,,18012.0,,,
5448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5275.78125,5276.953125,18008.0,18012.0,,
5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.66015625,,18011.0,,
5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.609375,,18004.0,,,
5508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.31640625,,18003.0,,
5528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.0234375,,18002.0,,
5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273.14453125,,17999.0,,,
5568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271.6796875,5272.8515625,17994.0,17998.0,,
5588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5270.21484375,,,,,
5589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5270.21484375,17989.0,17989.0,,
5628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.578125,5268.45703125,17980.0,17983.0,,
5649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5269.3359375,,17986.0,,
5669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268.1640625,5267.28515625,17982.0,17979.0,,
5689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.69921875,5266.9921875,17977.0,17978.0,,
5728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.0625,,,,,
5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5266.40625,17968.0,17976.0,,
5750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.94140625,,17971.0,,,
5770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263.18359375,5263.76953125,17965.0,17967.0,,
5790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5261.1328125,5263.18359375,17958.0,17965.0,,
5810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5262.3046875,5260.83984375,17962.0,17957.0,,
5850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5259.9609375,5260.546875,17954.0,17956.0,,
5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260.546875,5258.49609375,17956.0,17949.0,,
5890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5258.49609375,5259.66796875,17949.0,17953.0,,
5931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255.859375,5256.73828125,17940.0,17943.0,,
5951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257.03125,5254.98046875,17944.0,17937.0,,
5971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254.1015625,5256.15234375,17934.0,17941.0,,
5991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5253.515625,5254.1015625,17932.0,17934.0,,
6035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254.39453125,,17935.0,,,
6052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5251.7578125,,17926.0,,,
6071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.9296875,5252.05078125,17930.0,17927.0,,
6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5251.171875,5252.34375,17924.0,17928.0,,
6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5252.63671875,5250.5859375,17929.0,17922.0,,
6131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.0,,,,,
6132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.29296875,17920.0,17921.0,,
6153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.87890625,,17923.0,,
6192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5251.46484375,5249.12109375,17925.0,17917.0,,
6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250.0,,17920.0,,,
6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.94921875,,17913.0,,,
6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.2421875,5248.53515625,17914.0,17915.0,,
6313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.0703125,,17910.0,,
6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.484375,,17908.0,,,
6353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247.36328125,5247.36328125,17911.0,17911.0,,
6374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.7265625,,17902.0,,,
6394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.77734375,5245.8984375,17909.0,17906.0,,
6413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.7265625,,17902.0,,,
6454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243.84765625,5244.43359375,17899.0,17901.0,,
6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.8984375,,17906.0,,,
6494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.140625,5245.01953125,17900.0,17903.0,,
6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.8984375,,17906.0,,,
6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.01953125,5243.84765625,17903.0,17899.0,,
6555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5244.43359375,,17901.0,,
6575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5243.26171875,,17897.0,,,
6594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5241.50390625,5244.140625,,,,
6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17891.0,17900.0,,
6634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242.96875,,,,,
6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5241.796875,17896.0,17892.0,,
6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242.3828125,5240.625,17894.0,17888.0,,
6695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5241.50390625,5242.67578125,17891.0,17895.0,,
6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.625,,17888.0,,
6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5241.2109375,5239.453125,17890.0,17884.0,,
6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5238.8671875,5241.2109375,17882.0,17890.0,,
6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.91796875,5239.74609375,,,,
6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17889.0,17885.0,,
6816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.33203125,,17887.0,,
6836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5239.16015625,,,,
6837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17883.0,,
6857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5239.16015625,,17883.0,,,
6877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.91796875,5239.74609375,17889.0,17885.0,,
6897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.0390625,5238.8671875,17886.0,17882.0,,
6937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5238.57421875,5238.57421875,17881.0,17881.0,,
6957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5239.453125,,17884.0,,,
6977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5238.57421875,5236.81640625,17881.0,17875.0,,
6998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5237.98828125,,17879.0,,,
7017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236.5234375,5238.57421875,,,,
7019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17874.0,17881.0,,
7037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236.81640625,5235.9375,17875.0,17872.0,,
7057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5236.23046875,,17873.0,,,
7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234.47265625,5234.765625,17867.0,17868.0,,
7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5234.1796875,5233.59375,17866.0,17864.0,,
7138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233.30078125,,17863.0,,
7159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233.30078125,,17863.0,,,
7178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232.71484375,5233.59375,17861.0,17864.0,,
7199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232.12890625,5232.12890625,17859.0,17859.0,,
7218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233.30078125,5231.8359375,17863.0,17858.0,,
7259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5231.25,5230.95703125,17856.0,17855.0,,
7279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.95703125,,17855.0,,,
7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5229.78515625,,,,
7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17851.0,,
7319,,,,,,,,,,,,,,,,,,,,,,,-0.9700000286102295,,,,,,,,,,,5229.4921875,5230.6640625,17850.0,17854.0,,
7339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.078125,5230.078125,17852.0,17852.0,,
7359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5228.90625,,17848.0,,
7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5227.734375,,17844.0,,
7399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5226.5625,5228.90625,17840.0,17848.0,,
7419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5227.734375,5227.1484375,17844.0,17842.0,,
7440,,,,,,,,,,,,,,,,,,,,,,,-0.9599999785423279,,,,,,,,,,,5227.44140625,5226.85546875,17843.0,17841.0,,
7481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224.21875,,17832.0,,,
7501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225.68359375,5225.09765625,17837.0,17835.0,,
7520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224.21875,,17832.0,,,
7541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225.390625,5223.6328125,17836.0,17830.0,,
7561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222.75390625,5225.390625,17827.0,17836.0,,
7581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223.92578125,5223.046875,17831.0,17828.0,,
7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5222.16796875,,17825.0,,,
7642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5212.79296875,5215.4296875,17793.0,17802.0,,
7662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5206.640625,5206.34765625,17772.0,17771.0,,
7682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5197.55859375,5197.265625,17741.0,17740.0,,
7702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178.80859375,5187.01171875,17677.0,17705.0,,
7754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171.19140625,5170.8984375,17651.0,17650.0,,
7763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5165.0390625,5163.28125,17630.0,17624.0,,
7782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156.8359375,,17602.0,,,
7802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152.44140625,5152.734375,17587.0,17588.0,,
7822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5145.99609375,5146.2890625,17565.0,17566.0,,
7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5132.51953125,5132.2265625,17519.0,17518.0,,
7883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128.41796875,5127.24609375,,,,
7903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17488.0,,,
7904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123.4375,,,17501.0,,
7923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120.21484375,5120.80078125,17477.0,17479.0,,
7943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116.69921875,5116.11328125,17465.0,17463.0,,
7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5112.890625,,17452.0,,,
7984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109.375,5110.25390625,17440.0,17443.0,,
8024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103.515625,5102.63671875,17420.0,17417.0,,
8044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097.36328125,5097.65625,17399.0,17400.0,,
8084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5091.50390625,5092.3828125,17379.0,17382.0,,
8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5088.8671875,5090.33203125,17370.0,17375.0,,
8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087.6953125,5086.23046875,17366.0,17361.0,,
8165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085.05859375,5085.3515625,17357.0,17358.0,,
8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083.0078125,,17350.0,,,
8205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082.12890625,5080.95703125,17347.0,17343.0,,
8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.02734375,5079.19921875,17333.0,17337.0,,
8265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.85546875,,,,,
8266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5076.85546875,17329.0,17329.0,,
8285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5075.09765625,5074.51171875,17323.0,17321.0,,
8306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5073.92578125,,17319.0,,,
8326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5072.75390625,5073.6328125,17315.0,17318.0,,
8347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5072.4609375,5071.2890625,17314.0,17310.0,,
8367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5070.703125,,17308.0,,,
8388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069.53125,5070.41015625,17304.0,17307.0,,
8407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069.23828125,5067.1875,17303.0,17296.0,,
8427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5065.4296875,5067.48046875,17290.0,17297.0,,
8447,,,,,,,,,,,,,,,,,,,,,,,-0.9700000286102295,,,,,,,,,,,5065.72265625,5066.89453125,17291.0,17295.0,,
