Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
4969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19626.0,19629.0,,
5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5777.34375,5764.74609375,19720.0,19677.0,,
5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5791.69921875,5779.1015625,19769.0,19726.0,,
5049,,,,,,,,,,,,,,,,,,,,,,,-0.6600000262260437,,,,,,,,,,5806.0546875,5793.75,19818.0,19776.0,,
5069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5819.23828125,,19863.0,,,
5089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831.54296875,5831.25,19905.0,19904.0,,
5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5842.3828125,,19942.0,,,
5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5852.9296875,5841.796875,19978.0,19940.0,,
5150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863.18359375,5852.34375,20013.0,19976.0,,
5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5873.14453125,5862.890625,20047.0,20012.0,,
5190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5882.8125,5873.4375,20080.0,20048.0,,
5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5892.7734375,5883.69140625,20114.0,20083.0,,
5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5902.44140625,5893.65234375,20147.0,20117.0,,
5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5920.3125,5920.8984375,20208.0,20210.0,,
5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5928.80859375,,20237.0,,,
5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937.01171875,5929.1015625,20265.0,20238.0,,
5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5944.921875,5937.3046875,20292.0,20266.0,,
5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952.5390625,5945.21484375,20318.0,20293.0,,
5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5959.86328125,5952.83203125,20343.0,20319.0,,
5391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966.89453125,,,,,
5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5959.5703125,20367.0,20342.0,,
5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5973.33984375,,,,,
5412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5973.046875,20389.0,20388.0,,
5432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5978.61328125,,20407.0,,,
5452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5983.30078125,5983.30078125,20423.0,20423.0,,
5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5987.109375,5987.6953125,20436.0,20438.0,,
5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5993.26171875,5990.625,20457.0,20448.0,,
5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995.8984375,5993.5546875,20466.0,20458.0,,
5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5997.94921875,5997.94921875,,,,
5553,,,,,,,,,,,,,,,,,,,,,,,-0.6700000166893005,,,,,,,,,,,,20473.0,20473.0,,
5573,,,,,,,,,,,,,,,,,,,,,,,-0.6600000262260437,,,,,,,,,,,,,,,
5593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.171875,6001.46484375,20484.0,20485.0,,
5633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6003.22265625,6002.63671875,20491.0,20489.0,,
5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.1015625,6003.515625,20494.0,20492.0,,
5673,,,,,,,,,,,,,,,,,,,,,,,-0.6700000166893005,,,,,,,,,,6004.6875,6004.39453125,20496.0,20495.0,,
5693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.98046875,,20497.0,,,
5713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6005.2734375,,,,,
5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.6875,20498.0,20496.0,,
5734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.98046875,,20497.0,,
5754,,,,,,,,,,,,,,,,,,,,,,,-0.6600000262260437,,,,,,,,,,6004.98046875,,20497.0,,,
5774,,,,,,,,,,,,,,,,,,,,,,,-0.6700000166893005,,,,,,,,,,6004.39453125,,20495.0,,,
5794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6003.80859375,6004.6875,20493.0,20496.0,,
5814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6003.22265625,6004.1015625,20491.0,20494.0,,
5837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002.05078125,6003.22265625,20487.0,20491.0,,
5854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.171875,6002.34375,20484.0,20488.0,,
5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,5999.70703125,20480.0,20479.0,,
5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5998.828125,5998.53515625,20476.0,20475.0,,
5915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5997.0703125,5996.77734375,20470.0,20469.0,,
5935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995.8984375,,20466.0,,,
6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5987.6953125,5989.74609375,20438.0,20445.0,,
6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.3515625,,,,,
6065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5982.71484375,5982.71484375,20421.0,20421.0,,
6076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5980.6640625,,20414.0,,,
6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5977.734375,5980.078125,20404.0,20412.0,,
6117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974.8046875,5977.44140625,20394.0,20403.0,,
6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5971.875,5974.8046875,,,,
6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20384.0,20394.0,,
6156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5969.23828125,5968.65234375,20375.0,20373.0,,
6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966.015625,,20364.0,,,
6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5963.0859375,5966.015625,20354.0,20364.0,,
6216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5960.15625,5962.5,20344.0,20352.0,,
6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5956.93359375,5959.86328125,,,,
6237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20333.0,20343.0,,
6256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953.7109375,5956.34765625,20322.0,20331.0,,
6276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950.1953125,,,,,
6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949.90234375,20310.0,20309.0,,
6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5946.6796875,,20298.0,,,
6317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5943.45703125,5946.97265625,20287.0,20299.0,,
6337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5940.234375,5943.45703125,20276.0,20287.0,,
6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937.01171875,5940.52734375,20265.0,20277.0,,
6377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5933.49609375,5933.7890625,20253.0,20254.0,,
6397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930.2734375,,20242.0,,,
6418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5926.7578125,5927.05078125,20230.0,20231.0,,
6438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.2421875,,20218.0,,,
6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919.7265625,5923.53515625,20206.0,20219.0,,
6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916.796875,5920.60546875,20196.0,20209.0,,
6498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5913.28125,5917.3828125,20184.0,20198.0,,
6518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910.05859375,5913.8671875,,,,
6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20173.0,20186.0,,
6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5906.8359375,5906.8359375,20162.0,20162.0,,
6558,,,,,,,,,,,,,,,,,,,,,,,-0.6800000071525574,,,,,,,,,,5903.02734375,,20149.0,,,
6578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5899.21875,,,,,
6579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5902.734375,20136.0,20148.0,,
6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5895.1171875,5898.6328125,20122.0,20134.0,,
6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891.015625,5894.53125,20108.0,20120.0,,
6639,,,,,,,,,,,,,,,,,,,,,,,-0.6700000166893005,,,,,,,,,,5886.62109375,5889.84375,20093.0,20104.0,,
6659,,,,,,,,,,,,,,,,,,,,,,,-0.6800000071525574,,,,,,,,,,5882.51953125,5885.7421875,20079.0,20090.0,,
6679,,,,,,,,,,,,,,,,,,,,,,,-0.6700000166893005,,,,,,,,,,5878.7109375,5881.93359375,20066.0,20077.0,,
6699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5874.90234375,,,,,
6700,,,,,,,,,,,,,,,,,,,,,,,-0.6800000071525574,,,,,,,,,,,5878.125,20053.0,20064.0,,
6719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5871.38671875,5871.09375,20041.0,20040.0,,
6740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5867.578125,,20028.0,,,
