Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5577.24609375,5578.7109375,19037.0,19042.0,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5573.14453125,5574.31640625,19023.0,19027.0,,
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5571.38671875,5570.21484375,,,,
419,,,,,,,,,,,,,,,,,,,,,,,-0.14000000059604645,,,,,,,,,,5564.35546875,5565.52734375,18993.0,18997.0,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560.546875,5561.42578125,18980.0,18983.0,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5554.6875,5556.4453125,18960.0,18966.0,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5550.87890625,5552.05078125,18947.0,18951.0,,
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5549.4140625,5547.65625,18942.0,18936.0,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5546.77734375,,,,,
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5546.19140625,18933.0,18931.0,,
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5542.08984375,5542.96875,18917.0,18920.0,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5539.16015625,5539.453125,18907.0,18908.0,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5536.81640625,5537.40234375,18899.0,18901.0,,
609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5533.0078125,5534.47265625,18886.0,18891.0,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5530.078125,5529.78515625,18876.0,18875.0,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5524.21875,5525.09765625,,,,
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18856.0,18859.0,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5520.41015625,5521.875,18843.0,18848.0,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5518.65234375,5518.9453125,18837.0,18838.0,,
730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5515.13671875,5516.89453125,18825.0,18831.0,,
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511.62109375,5512.79296875,18813.0,18817.0,,
770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511.328125,5509.5703125,18812.0,18806.0,,
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.93359375,5507.51953125,18797.0,18799.0,,
810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.125,,,,,
811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504.296875,18784.0,18788.0,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501.66015625,5501.3671875,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18779.0,18778.0,,
851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5497.8515625,5499.609375,18766.0,18772.0,,
871,,,,,,,,,,,,,,,,,,,,,,,-0.15000000596046448,,,,,,,,,,5494.3359375,5495.21484375,18754.0,18757.0,,
891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5493.75,5491.9921875,18752.0,18746.0,,
916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5489.6484375,5490.234375,18738.0,18740.0,,
931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5485.83984375,5487.01171875,,,,
932,,,,,,,,,,,,,,,,,,,,,,,-0.14000000059604645,,,,,,,,,,,,18725.0,18729.0,,
951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484.66796875,,,,,
952,,,,,,,,,,,,,,,,,,,,,,,-0.15000000596046448,,,,,,,,,,,5483.7890625,18721.0,18718.0,,
971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5480.56640625,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,-0.14000000059604645,,,,,,,,,,,5482.03125,18707.0,18712.0,,
992,,,,,,,,,,,,,,,,,,,,,,,-0.15000000596046448,,,,,,,,,,5477.63671875,5478.22265625,18697.0,18699.0,,
1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5476.46484375,5475.29296875,18693.0,18689.0,,
1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5472.36328125,5473.2421875,18679.0,18682.0,,
1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5468.84765625,5470.01953125,18667.0,18671.0,,
1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5467.3828125,5467.67578125,18662.0,18663.0,,
1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5463.8671875,5464.74609375,18650.0,18653.0,,
1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5459.47265625,5459.1796875,,,,
1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18635.0,18634.0,,
1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455.95703125,5456.8359375,18623.0,18626.0,,
1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453.90625,5453.61328125,18616.0,18615.0,,
1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5450.9765625,5452.1484375,18606.0,18610.0,,
1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5448.046875,5448.92578125,18596.0,18599.0,,
1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5446.875,,,,,
1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445.99609375,18592.0,18589.0,,
1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5443.65234375,5443.9453125,18581.0,18582.0,,
1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440.72265625,5441.6015625,18571.0,18574.0,,
1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438.96484375,,,,,
1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438.96484375,18565.0,18565.0,,
1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436.03515625,,,,,
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436.03515625,18555.0,18555.0,,
1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433.69140625,5433.69140625,18547.0,18547.0,,
1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5431.0546875,5431.640625,18538.0,18540.0,,
1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5428.125,5428.7109375,18528.0,18530.0,,
1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423.73046875,5424.31640625,18513.0,18515.0,,
1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5421.38671875,5421.38671875,18505.0,18505.0,,
1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5419.62890625,5419.62890625,18499.0,18499.0,,
1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416.9921875,5417.28515625,18490.0,18491.0,,
1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5415.234375,5414.94140625,18484.0,18483.0,,
1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5412.59765625,5413.18359375,18475.0,18477.0,,
1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410.25390625,5410.83984375,18467.0,,,
1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18469.0,,
1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5407.91015625,5408.49609375,18459.0,18461.0,,
1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5405.859375,5406.15234375,18452.0,18453.0,,
1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5403.515625,,,,,
1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5403.80859375,18444.0,18445.0,,
1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5401.171875,5401.46484375,,,,
1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18436.0,18437.0,,
1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398.828125,5399.4140625,18428.0,18430.0,,
1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5397.0703125,5397.0703125,18422.0,18422.0,,
1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394.7265625,5395.01953125,18414.0,18415.0,,
1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5392.96875,5393.5546875,18408.0,18410.0,,
1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391.796875,,,,,
1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5391.50390625,18404.0,18403.0,,
1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390.33203125,5390.33203125,18399.0,18399.0,,
1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388.8671875,,,,,
1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388.8671875,18394.0,18394.0,,
1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5387.6953125,5387.98828125,18390.0,18391.0,,
1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385.9375,,,,,
1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5386.23046875,18384.0,18385.0,,
1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5384.47265625,5384.765625,18379.0,,,
1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18380.0,,
1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5383.30078125,5383.30078125,,,,
1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18375.0,18375.0,,
1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5381.25,5381.54296875,18368.0,18369.0,,
1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5380.078125,5379.78515625,18364.0,18363.0,,
1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5378.02734375,5378.61328125,18357.0,18359.0,,
1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376.5625,5376.5625,18352.0,18352.0,,
1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5374.51171875,5375.09765625,18345.0,18347.0,,
1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5373.046875,5373.046875,18340.0,18340.0,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5371.58203125,5371.58203125,18335.0,18335.0,,
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5369.23828125,,,,,
1978,,,,,,,,,,,,,,,,,,,,,,,-0.1599999964237213,,,,,,,,,,,5369.53125,18327.0,18328.0,,
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5368.06640625,5368.06640625,18323.0,18323.0,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5365.72265625,,,,,
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5366.89453125,18315.0,18319.0,,
2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364.55078125,5364.55078125,18311.0,18311.0,,
2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363.37890625,,,,,
2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363.37890625,18307.0,18307.0,,
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361.9140625,5361.62109375,18302.0,18301.0,,
2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360.44921875,5360.44921875,18297.0,18297.0,,
2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5358.10546875,5358.984375,18289.0,18292.0,,
2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5356.93359375,5357.2265625,18285.0,18286.0,,
2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5355.46875,5355.76171875,18280.0,18281.0,,
2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5354.00390625,5353.41796875,18275.0,18273.0,,
2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352.83203125,5353.125,18271.0,18272.0,,
2219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350.78125,5351.07421875,18264.0,18265.0,,
2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347.55859375,5348.4375,18253.0,18256.0,,
2279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5346.97265625,,,,,
2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5347.265625,18251.0,18252.0,,
2299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5344.3359375,5346.09375,18242.0,18248.0,,
2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5343.75,5343.45703125,18240.0,18239.0,,
2341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342.28515625,5342.578125,18235.0,18236.0,,
2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340.8203125,,,,,
2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340.234375,18230.0,18228.0,,
2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5339.6484375,,,,,
2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337.01171875,5337.59765625,18217.0,18219.0,,
2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336.71875,5336.42578125,18216.0,18215.0,,
2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334.08203125,5334.9609375,18207.0,18210.0,,
2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333.49609375,5333.203125,,,,
2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18205.0,18204.0,,
2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330.859375,5332.91015625,18196.0,18203.0,,
2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330.2734375,5329.98046875,18194.0,18193.0,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329.1015625,5329.1015625,18190.0,18190.0,,
2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327.63671875,5326.7578125,18185.0,18182.0,,
2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5326.7578125,5326.46484375,18182.0,18181.0,,
2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5324.4140625,,,,,
2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5324.70703125,18174.0,18175.0,,
2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5323.828125,,18172.0,,
2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321.77734375,5322.36328125,18165.0,18167.0,,
2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321.484375,5321.19140625,18164.0,18163.0,,
2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5318.5546875,5320.60546875,18154.0,18161.0,,
2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5318.26171875,5317.96875,18153.0,18152.0,,
2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5316.50390625,5317.3828125,18147.0,18150.0,,
2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5315.625,5314.74609375,18144.0,18141.0,,
2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5314.16015625,,18139.0,,,
2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312.40234375,5312.40234375,18133.0,18133.0,,
2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5311.5234375,,18130.0,,
2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310.05859375,5309.47265625,18125.0,18123.0,,
2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5309.765625,,18124.0,,,
2842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306.54296875,5308.30078125,18113.0,18119.0,,
2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5307.12890625,5306.54296875,18115.0,18113.0,,
2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304.4921875,5305.6640625,18106.0,18110.0,,
2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5304.19921875,5304.19921875,18105.0,18105.0,,
2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5301.5625,5303.90625,18096.0,18104.0,,
2943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.9765625,,18094.0,,
2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300.390625,,18092.0,,,
2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5299.51171875,5298.6328125,18089.0,18086.0,,
3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5298.6328125,5299.21875,18086.0,18088.0,,
3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5297.16796875,5296.875,18081.0,18080.0,,
3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5295.41015625,5294.53125,18075.0,18072.0,,
3085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5295.1171875,,18074.0,,
3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292.7734375,5293.65234375,18066.0,,,
3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18069.0,,
3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293.65234375,5292.7734375,18069.0,18066.0,,
3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291.30859375,,,,,
3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291.6015625,18061.0,18062.0,,
3164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291.6015625,5291.30859375,18062.0,18061.0,,
3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5288.671875,5290.72265625,,,,
3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18052.0,18059.0,,
3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5289.55078125,5288.671875,18055.0,18052.0,,
3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287.20703125,5288.37890625,18047.0,18051.0,,
3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5287.79296875,5286.62109375,,,,
3246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18049.0,18045.0,,
3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5285.15625,5287.20703125,18040.0,18047.0,,
3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5284.86328125,,18039.0,,
3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5283.984375,,18036.0,,,
3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.51953125,,18031.0,,
3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.51953125,5283.984375,18031.0,18036.0,,
3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.2265625,5281.640625,18030.0,18028.0,,
3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.51953125,5282.2265625,18031.0,18030.0,,
3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281.640625,5280.46875,18028.0,18024.0,,
3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5282.2265625,,18030.0,,
3447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5279.8828125,5280.17578125,18022.0,18023.0,,
3468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280.46875,5279.8828125,18024.0,18022.0,,
3487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5278.7109375,5278.125,18018.0,18016.0,,
3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5279.296875,5279.00390625,18020.0,18019.0,,
3527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.07421875,5277.24609375,18009.0,18013.0,,
3547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277.5390625,,,,,
3548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.66015625,18014.0,18011.0,,
3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5275.1953125,5275.48828125,18006.0,18007.0,,
3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.07421875,5275.1953125,18009.0,18006.0,,
3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272.55859375,5274.31640625,17997.0,18003.0,,
3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274.31640625,5273.4375,18003.0,18000.0,,
3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271.6796875,5272.55859375,17994.0,17997.0,,
3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272.8515625,5271.97265625,17998.0,17995.0,,
3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5269.62890625,,17987.0,,,
3708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5270.80078125,5270.21484375,17991.0,17989.0,,
