Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6165.52734375,6164.35546875,21045.0,21041.0,,
4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6166.69921875,6166.40625,21049.0,21048.0,,
4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6168.1640625,6168.1640625,21054.0,21054.0,,
4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6169.3359375,,,,,
4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6169.921875,21058.0,21060.0,,
4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6170.5078125,6171.09375,21062.0,21064.0,,
4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6171.38671875,6171.97265625,21065.0,21067.0,,
4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6172.55859375,6173.14453125,21069.0,21071.0,,
4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6174.31640625,6174.0234375,21075.0,21074.0,,
4386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6176.07421875,6175.48828125,21081.0,21079.0,,
4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6176.953125,6177.24609375,21084.0,21085.0,,
4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6177.5390625,6178.41796875,21086.0,21089.0,,
4446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6178.41796875,6179.296875,21089.0,21092.0,,
4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6179.00390625,6180.46875,,,,
4467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21091.0,21096.0,,
4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180.17578125,,,,,
4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181.0546875,21095.0,21098.0,,
4506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181.93359375,6181.34765625,21101.0,21099.0,,
4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183.10546875,6182.2265625,21105.0,,,
4527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21102.0,,
4547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6185.44921875,6183.69140625,21113.0,21107.0,,
4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6187.20703125,6185.7421875,21119.0,21114.0,,
4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6188.37890625,6187.5,21123.0,21120.0,,
4608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6188.671875,6188.671875,21124.0,21124.0,,
4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6189.84375,6190.13671875,21128.0,21129.0,,
4647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190.72265625,,21131.0,,
4667,,,,,,,,,,,,,,,,,,,,,,,-2.3399999141693115,,,,,,,,,,,6190.4296875,,21130.0,,,
4688,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,6191.30859375,6191.30859375,21133.0,21133.0,,
4708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6192.7734375,6192.48046875,21138.0,21137.0,,
4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6193.359375,6193.359375,21140.0,,,
4729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21140.0,,
4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6193.65234375,6194.23828125,21141.0,21143.0,,
4769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6194.53125,,21144.0,,
4788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6193.9453125,6194.82421875,21142.0,21145.0,,
4808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6194.53125,6195.1171875,,,,
4809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21144.0,21146.0,,
4828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6195.41015625,,21147.0,,,
4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6196.875,6195.703125,21152.0,21148.0,,
4869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6198.92578125,6197.4609375,21159.0,21154.0,,
4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6199.8046875,6199.21875,21162.0,21160.0,,
4909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.09765625,6200.09765625,21163.0,21163.0,,
4929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.390625,6200.9765625,21164.0,21166.0,,
4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.9765625,6201.26953125,21166.0,21167.0,,
4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.68359375,,21165.0,,,
4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6201.26953125,6200.9765625,21167.0,21166.0,,
5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6202.1484375,6201.5625,21170.0,21168.0,,
5030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.02734375,6202.44140625,21173.0,21171.0,,
5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6202.734375,,,,,
5051,,,,,,,,,,,,,,,,,,,,,,,-2.3399999141693115,,,,,,,,,,,,6203.61328125,21172.0,21175.0,,
5070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6202.44140625,,,,,
5071,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,,,21171.0,,,
5090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6202.734375,,21172.0,,,
5110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.3203125,,21174.0,,,
5130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.61328125,,21175.0,,,
5151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6205.078125,6203.90625,21180.0,21176.0,,
5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6207.12890625,6205.37109375,21187.0,21181.0,,
5192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6207.71484375,6207.12890625,21189.0,21187.0,,
5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6208.0078125,,21190.0,,
5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6208.30078125,6208.59375,21191.0,21192.0,,
5251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6208.59375,,,,,
5252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21192.0,,,
5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6208.30078125,6208.88671875,21191.0,21193.0,,
5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6208.88671875,6208.30078125,21193.0,21191.0,,
5313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6209.765625,6209.1796875,21196.0,21194.0,,
5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6210.05859375,,21197.0,,
5356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6209.1796875,6210.3515625,21194.0,21198.0,,
5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6210.05859375,,21197.0,,
5391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6210.3515625,,21198.0,,
5413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6209.765625,6210.05859375,21196.0,21197.0,,
5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6210.64453125,6209.765625,21199.0,21196.0,,
5453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6212.6953125,6210.9375,21206.0,21200.0,,
5473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.8671875,6212.40234375,21210.0,21205.0,,
5493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.28125,,21208.0,,
5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.57421875,6213.8671875,21209.0,21210.0,,
5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.8671875,6214.16015625,21210.0,21211.0,,
5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.28125,,21208.0,,,
5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.57421875,,21209.0,,
5594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.453125,6214.16015625,21212.0,21211.0,,
5613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.74609375,,21213.0,,
5633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.8671875,,21210.0,,,
5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.57421875,6214.453125,21209.0,21212.0,,
5674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.8671875,,21210.0,,,
5694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213.57421875,6213.8671875,21209.0,,,
5695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21210.0,,
5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.453125,6213.28125,21212.0,21208.0,,
5735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6215.91796875,6214.453125,21217.0,21212.0,,
5754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217.08984375,6215.91796875,21221.0,21217.0,,
5774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.796875,6216.50390625,21220.0,21219.0,,
5795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.50390625,6216.796875,21219.0,21220.0,,
5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217.08984375,,21221.0,,
5835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.2109375,6216.796875,21218.0,21220.0,,
5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.50390625,6216.2109375,21219.0,21218.0,,
5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217.08984375,6216.796875,21221.0,21220.0,,
5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217.3828125,6217.3828125,21222.0,21222.0,,
5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.50390625,6217.67578125,21219.0,21223.0,,
5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217.08984375,,21221.0,,
5955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.2109375,,,,,
5956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21218.0,,,
5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.50390625,6216.50390625,21219.0,21219.0,,
5996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217.08984375,6216.2109375,21221.0,21218.0,,
6016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.84765625,6217.08984375,21227.0,21221.0,,
6037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.7265625,6218.84765625,21230.0,21227.0,,
6057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.43359375,6219.140625,21229.0,21228.0,,
6076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.84765625,,21227.0,,,
6097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.43359375,6219.43359375,21229.0,21229.0,,
6116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.140625,6219.140625,21228.0,21228.0,,
6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.84765625,,,,,
6137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.5546875,21227.0,21226.0,,
6157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.43359375,6219.140625,21229.0,21228.0,,
6177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.01953125,,21231.0,,
6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.26171875,,21225.0,,,
6217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.140625,,21228.0,,
6237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.84765625,,21227.0,,
6257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218.26171875,,21225.0,,
6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.140625,6217.96875,21228.0,21224.0,,
6298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.8984375,6219.140625,21234.0,21228.0,,
6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.01953125,,21231.0,,
6338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.60546875,6220.60546875,21233.0,21233.0,,
6378,,,,,,,,,,,,,,,,,,,,,,,-2.359999895095825,,,,,,,,,,,6220.3125,,21232.0,,,
6398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.43359375,,,,,
6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.7265625,21229.0,21230.0,,
6419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.01953125,6220.01953125,21231.0,21231.0,,
6438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.3125,,21232.0,,,
6459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.43359375,6220.3125,21229.0,21232.0,,
6480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.140625,6220.01953125,21228.0,21231.0,,
6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.43359375,6219.7265625,21229.0,21230.0,,
6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.140625,6219.43359375,21228.0,21229.0,,
6539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.43359375,6219.140625,21229.0,21228.0,,
6641,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,6221.484375,6221.484375,21236.0,21236.0,,
6660,,,,,,,,,,,,,,,,,,,,,,,-2.359999895095825,,,,,,,,,,,6220.60546875,6221.19140625,21233.0,21235.0,,
6680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.3125,,21232.0,,
6701,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,6221.19140625,6220.8984375,21235.0,21234.0,,
6721,,,,,,,,,,,,,,,,,,,,,,,-2.359999895095825,,,,,,,,,,,6220.8984375,6221.484375,21234.0,21236.0,,
6740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.3125,6221.77734375,21232.0,21237.0,,
6761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.60546875,6221.19140625,21233.0,21235.0,,
6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.3125,,21232.0,,,
6801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.60546875,,21233.0,,
6821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.19140625,6220.3125,21235.0,21232.0,,
6841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.94921875,6220.8984375,21241.0,21234.0,,
6861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.2421875,6222.36328125,21242.0,21239.0,,
6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.65625,6222.65625,21240.0,21240.0,,
6902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.36328125,,21239.0,,,
6922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.19140625,6221.77734375,21235.0,21237.0,,
6942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.77734375,6221.19140625,21237.0,21235.0,,
6962,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,,6221.77734375,,21237.0,,
6982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.484375,6222.0703125,,,,
6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21236.0,21238.0,,
7003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.8984375,6221.77734375,21234.0,21237.0,,
7022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.19140625,,21235.0,,,
7043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.8984375,6221.484375,21234.0,21236.0,,
7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.484375,6220.8984375,21236.0,21234.0,,
7083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.36328125,6221.484375,21239.0,21236.0,,
7103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.828125,6222.65625,21244.0,21240.0,,
7123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.53515625,6223.2421875,21243.0,21242.0,,
7163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.94921875,,21241.0,,,
7184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.65625,,,,,
7185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.36328125,21240.0,21239.0,,
7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.77734375,6221.77734375,21237.0,21237.0,,
7224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.36328125,,21239.0,,,
7244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.77734375,6222.36328125,21237.0,21239.0,,
7264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.8984375,6222.0703125,21234.0,,,
7265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21238.0,,
7285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.60546875,6221.77734375,21233.0,21237.0,,
7305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.8984375,6221.484375,21234.0,21236.0,,
7324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.19140625,,21235.0,,
7345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6221.77734375,6220.8984375,21237.0,21234.0,,
7365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.53515625,6222.36328125,21243.0,21239.0,,
7385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.4140625,6223.2421875,21246.0,,,
7386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21242.0,,
7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.12109375,6223.53515625,21245.0,21243.0,,
7445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.53515625,6223.828125,21243.0,21244.0,,
7465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.94921875,6222.94921875,21241.0,21241.0,,
7486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.65625,,21240.0,,
7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.2421875,6223.2421875,21242.0,21242.0,,
7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.94921875,6223.53515625,21241.0,21243.0,,
7546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.0703125,6223.2421875,21238.0,21242.0,,
7567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.36328125,6222.94921875,21239.0,21241.0,,
7607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.94921875,6222.36328125,21241.0,21239.0,,
7626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.4140625,6222.94921875,21246.0,21241.0,,
7646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,6224.4140625,21251.0,21246.0,,
7666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.29296875,,21249.0,,
7686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.29296875,6225.5859375,21249.0,21250.0,,
7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,,21251.0,,
7726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.70703125,6225.29296875,21247.0,21249.0,,
7746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.4140625,6224.4140625,21246.0,21246.0,,
7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.0,6224.70703125,21248.0,21247.0,,
7788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.70703125,6225.0,21247.0,21248.0,,
7807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.828125,,,,,
7808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.4140625,21244.0,21246.0,,
7828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.53515625,,21243.0,,,
7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.828125,6224.12109375,21244.0,21245.0,,
7868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.53515625,6223.53515625,21243.0,21243.0,,
7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.70703125,,21247.0,,,
7908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.171875,6225.0,21252.0,21248.0,,
7928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.46484375,6225.5859375,21253.0,21250.0,,
7948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,6225.87890625,21251.0,21251.0,,
7968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.5859375,,21250.0,,,
7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.0,6225.5859375,21248.0,21250.0,,
8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.4140625,6224.70703125,21246.0,21247.0,,
8029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.0,,21248.0,,,
8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.0,,21248.0,,
8069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.4140625,,21246.0,,,
8090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.828125,6224.70703125,21244.0,21247.0,,
8109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.4140625,,21246.0,,
8130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.53515625,6223.828125,21243.0,21244.0,,
8149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.828125,6223.53515625,21244.0,21243.0,,
8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.29296875,,,,,
8170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.4140625,21249.0,21246.0,,
8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.46484375,6225.29296875,21253.0,21249.0,,
8210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.171875,6225.5859375,21252.0,21250.0,,
8233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,6226.171875,21251.0,21252.0,,
8250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.171875,,21252.0,,,
8270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.5859375,6225.5859375,21250.0,21250.0,,
8290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,,21251.0,,,
8310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.171875,6226.46484375,21252.0,21253.0,,
8330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,,21251.0,,,
8350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.29296875,6226.171875,21249.0,21252.0,,
8391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.5859375,,21250.0,,
8411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.5859375,6225.0,21250.0,21248.0,,
8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,,21254.0,,,
8451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,6226.46484375,21257.0,21253.0,,
8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,,21255.0,,
8492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,6227.34375,21255.0,21256.0,,
8532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,,,,,
8533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21254.0,,,
8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,,21254.0,,
8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,,21255.0,,,
