Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6227.34375,21254.0,21256.0,,
8612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,,,,,
8613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,21251.0,21255.0,,
8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.5859375,,,,,
8633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.46484375,21250.0,21253.0,,
8673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.5859375,,21250.0,,
8693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6225.29296875,21254.0,21249.0,,
8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.9296875,6226.7578125,21258.0,21254.0,,
8733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.22265625,6227.34375,21259.0,21256.0,,
8753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,,21257.0,,,
8774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,,21257.0,,
8794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,,21256.0,,,
8814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,,21254.0,,
8836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,6227.63671875,21257.0,21257.0,,
8854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.9296875,,21258.0,,
8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,,21255.0,,,
8895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.46484375,6227.63671875,21253.0,21257.0,,
8916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,,21256.0,,
8934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.171875,6226.171875,21252.0,21252.0,,
8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,6225.87890625,21255.0,21251.0,,
8975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.22265625,6227.05078125,21259.0,21255.0,,
8995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.515625,6227.63671875,21260.0,21257.0,,
9015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.9296875,,,,,
9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21258.0,,,
9035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,6227.9296875,21257.0,21258.0,,
9055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,6227.63671875,21256.0,21257.0,,
9075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6226.7578125,21254.0,21254.0,,
9096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,,21256.0,,,
9116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,,21257.0,,
9138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,,21255.0,,,
9156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.46484375,,21253.0,,,
9177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6227.34375,21254.0,21256.0,,
9197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.46484375,6227.05078125,21253.0,21255.0,,
9216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,6226.46484375,21256.0,21253.0,,
9237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.80859375,6227.34375,21261.0,21256.0,,
9257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.39453125,6228.22265625,21263.0,21259.0,,
9277,,,,,,,,,,,,,,,,,,,,,,,-2.3399999141693115,,,,,,,,,,,6228.80859375,6228.515625,21261.0,21260.0,,
9297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.515625,,21260.0,,,
9317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.9296875,6228.22265625,21258.0,21259.0,,
9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,6227.34375,21255.0,21256.0,,
9357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,6227.05078125,21256.0,21255.0,,
9377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,6227.63671875,21257.0,21257.0,,
9398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,,21255.0,,,
9418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.46484375,,21253.0,,,
9438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,,21254.0,,,
9458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.46484375,6227.05078125,21253.0,21255.0,,
9478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6226.171875,21254.0,21252.0,,
9498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.22265625,6227.05078125,21259.0,21255.0,,
9518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.39453125,6227.9296875,21263.0,21258.0,,
9538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.80859375,6228.22265625,21261.0,21259.0,,
9558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.22265625,6228.515625,21259.0,,,
9559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21260.0,,
9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,6227.63671875,21257.0,21257.0,,
9619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,,21256.0,,,
9640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,,21257.0,,,
9659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.9296875,,21258.0,,
9680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,,21254.0,,,
9720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,6227.05078125,21255.0,21255.0,,
9740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,6226.7578125,21256.0,21254.0,,
9760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.515625,6227.34375,21260.0,21256.0,,
9780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.98046875,6228.80859375,21265.0,21261.0,,
9801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.6875,6229.1015625,21264.0,21262.0,,
9820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.1015625,6229.39453125,21262.0,21263.0,,
9860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.515625,6228.80859375,21260.0,21261.0,,
9880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.22265625,6227.9296875,21259.0,21258.0,,
9901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.22265625,,21259.0,,
9921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.9296875,,21258.0,,,
9941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,6227.9296875,21255.0,21258.0,,
9962,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,6226.7578125,6227.34375,21254.0,21256.0,,
9982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6226.46484375,21254.0,21253.0,,
10002,,,,,,,,,,,,,,,,,,,,,,,-2.3399999141693115,,,,,,,,,,,6227.9296875,6226.7578125,21258.0,21254.0,,
10022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.39453125,6227.9296875,21263.0,21258.0,,
10043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6229.6875,6229.1015625,21264.0,21262.0,,
10065,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,6229.1015625,,21262.0,,,
10083,,,,,,,,,,,,,,,,,,,,,,,-2.3399999141693115,,,,,,,,,,,,,,,,
10103,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,6228.22265625,6228.515625,21259.0,21260.0,,
10123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,6227.63671875,21257.0,21257.0,,
10143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,,21256.0,,
10163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,6227.63671875,21256.0,21257.0,,
10183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.171875,6227.05078125,21252.0,21255.0,,
10223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,6226.7578125,21251.0,21254.0,,
10244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,,21251.0,,
10264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6225.5859375,21254.0,21250.0,,
10283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.515625,6227.05078125,21260.0,21255.0,,
10303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,,21257.0,,
10324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6228.22265625,6227.9296875,21259.0,21258.0,,
10344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.9296875,,21258.0,,,
10365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.63671875,,21257.0,,,
10384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,6227.05078125,21254.0,21255.0,,
10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.7578125,,21254.0,,
10424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,,21255.0,,
10445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,,21251.0,,,
10465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.29296875,6226.46484375,21249.0,21253.0,,
10485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,,21251.0,,
10505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.29296875,,21249.0,,
10525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.87890625,6224.70703125,21251.0,21247.0,,
10545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.05078125,6225.87890625,21255.0,21251.0,,
10565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.34375,6226.171875,21256.0,21252.0,,
10585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.171875,6225.87890625,21252.0,21251.0,,
10606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.0,6225.0,21248.0,21248.0,,
10626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6222.94921875,6223.53515625,21241.0,21243.0,,
10646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220.3125,6220.01953125,21232.0,21231.0,,
10666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217.96875,6217.67578125,21224.0,21223.0,,
10686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6215.625,6215.625,21216.0,21216.0,,
10706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6212.40234375,6212.98828125,21205.0,21207.0,,
10726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6209.1796875,6210.3515625,21194.0,21198.0,,
10748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6206.25,6207.421875,21184.0,21188.0,,
10767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6203.61328125,6204.19921875,21175.0,21177.0,,
10786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6201.26953125,,,,,
10787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.68359375,21167.0,21165.0,,
10806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6199.21875,6198.046875,21160.0,21156.0,,
10827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6197.75390625,6195.703125,21155.0,21148.0,,
10847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6195.703125,6194.53125,21148.0,21144.0,,
10868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6192.7734375,6192.48046875,21138.0,21137.0,,
10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6189.84375,6190.13671875,21128.0,21129.0,,
10908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6187.20703125,6187.5,21119.0,21120.0,,
10928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183.69140625,6184.5703125,21107.0,21110.0,,
10948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181.0546875,6181.0546875,21098.0,21098.0,,
10968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6178.7109375,6178.41796875,21090.0,21089.0,,
10988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6176.66015625,6176.3671875,21083.0,21082.0,,
11008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6174.0234375,6174.31640625,21074.0,21075.0,,
11029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6171.38671875,6171.97265625,21065.0,21067.0,,
11049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6168.1640625,6169.3359375,21054.0,21058.0,,
11069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6165.52734375,6166.11328125,21045.0,21047.0,,
11089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162.59765625,6162.890625,21035.0,21036.0,,
11109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160.25390625,6159.9609375,21027.0,21026.0,,
11129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6158.203125,6157.03125,21020.0,21016.0,,
11149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6156.15234375,6154.6875,21013.0,21008.0,,
11170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6154.1015625,6152.63671875,21006.0,21001.0,,
11191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6152.05078125,6150.87890625,20999.0,20995.0,,
11210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6149.70703125,6149.12109375,20991.0,20989.0,,
11230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147.36328125,6147.36328125,20983.0,20983.0,,
11250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6144.7265625,6145.01953125,20974.0,20975.0,,
11271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141.796875,6142.67578125,20964.0,20967.0,,
11290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6138.8671875,6139.74609375,20954.0,20957.0,,
11310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6136.5234375,6136.81640625,20946.0,20947.0,,
11330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6133.88671875,6133.88671875,20937.0,20937.0,,
11350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6132.12890625,6131.25,20931.0,20928.0,,
11370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6129.4921875,6128.90625,20922.0,20920.0,,
11390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6127.44140625,6126.5625,20915.0,20912.0,,
11410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6124.8046875,6124.21875,20906.0,20904.0,,
11431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6122.16796875,6122.16796875,20897.0,20897.0,,
11451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6119.23828125,6120.1171875,20887.0,20890.0,,
11471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6116.6015625,6117.48046875,20878.0,20881.0,,
11491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6113.671875,6114.84375,20868.0,20872.0,,
11512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6110.7421875,6111.9140625,20858.0,20862.0,,
11531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6108.3984375,6108.984375,,,,
11532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20850.0,20852.0,,
11551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6106.34765625,6106.34765625,20843.0,20843.0,,
11572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6104.296875,6103.7109375,20836.0,20834.0,,
11592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6102.24609375,6101.66015625,20829.0,20827.0,,
11612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100.48828125,6099.31640625,20823.0,20819.0,,
11632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6098.14453125,6096.97265625,20815.0,20811.0,,
11652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6095.5078125,6094.62890625,20806.0,20803.0,,
11673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6093.45703125,6092.578125,20799.0,20796.0,,
11692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6091.11328125,6090.234375,20791.0,20788.0,,
11713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6089.0625,6088.4765625,20784.0,20782.0,,
11733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6087.01171875,6086.42578125,20777.0,20775.0,,
11753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6084.66796875,6084.08203125,20769.0,20767.0,,
11773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6082.32421875,6082.03125,20761.0,20760.0,,
11793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6079.6875,6079.98046875,20752.0,20753.0,,
11814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6076.7578125,6077.34375,20742.0,20744.0,,
11834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6074.12109375,6074.70703125,20733.0,20735.0,,
11854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6071.77734375,6072.36328125,20725.0,20727.0,,
11874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6069.140625,6069.7265625,20716.0,20718.0,,
11894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6066.50390625,6066.796875,20707.0,20708.0,,
11914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6064.453125,6064.453125,20700.0,20700.0,,
11934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6062.109375,6062.40234375,20692.0,20693.0,,
11954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6059.765625,6059.765625,20684.0,20684.0,,
11974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6057.71484375,6057.71484375,20677.0,20677.0,,
11995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6055.95703125,,,,,
11996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6055.37109375,20671.0,20669.0,,
12014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6053.61328125,6053.3203125,20663.0,20662.0,,
12034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6051.26953125,,,,,
12035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6050.9765625,20655.0,20654.0,,
12054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6049.21875,6049.21875,20648.0,20648.0,,
12075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6047.16796875,6046.875,20641.0,20640.0,,
12095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6045.1171875,6045.1171875,20634.0,20634.0,,
12116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6043.06640625,6043.06640625,20627.0,20627.0,,
12136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041.30859375,6041.015625,20621.0,20620.0,,
12156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039.55078125,6039.2578125,20615.0,20614.0,,
12176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6037.5,6037.5,20608.0,20608.0,,
12196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035.7421875,6035.7421875,20602.0,20602.0,,
12215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6033.984375,6033.69140625,20596.0,,,
12216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20595.0,,
12236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6032.2265625,6031.93359375,20590.0,20589.0,,
12256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6030.17578125,6029.8828125,20583.0,20582.0,,
12277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.41796875,6027.83203125,20577.0,20575.0,,
12297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6026.3671875,6025.78125,20570.0,20568.0,,
12317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6024.31640625,6024.31640625,20563.0,20563.0,,
12337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6022.265625,6022.265625,20556.0,20556.0,,
12357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.5078125,6020.5078125,20550.0,20550.0,,
12377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6018.45703125,6018.75,20543.0,20544.0,,
12397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016.69921875,6017.28515625,20537.0,20539.0,,
12419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6014.94140625,6015.234375,,,,
12420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20531.0,20532.0,,
12438,,,,,,,,,,,,,,,,,,,,,,,-2.359999895095825,,,,,,,,,,,6013.4765625,6013.4765625,20526.0,20526.0,,
12457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011.42578125,6011.71875,20519.0,20520.0,,
12478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6009.66796875,6009.9609375,20513.0,20514.0,,
12498,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,6007.91015625,6007.6171875,20507.0,20506.0,,
12517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006.4453125,6006.15234375,20502.0,,,
12518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20501.0,,
12538,,,,,,,,,,,,,,,,,,,,,,,-2.359999895095825,,,,,,,,,,,6004.39453125,6004.39453125,20495.0,20495.0,,
12558,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,6002.9296875,6002.63671875,20490.0,20489.0,,
12578,,,,,,,,,,,,,,,,,,,,,,,-2.359999895095825,,,,,,,,,,,6001.171875,6000.87890625,20484.0,20483.0,,
12598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5999.4140625,5999.12109375,20478.0,20477.0,,
12618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5997.0703125,5997.36328125,20470.0,20471.0,,
12638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995.8984375,5995.60546875,20466.0,20465.0,,
12658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5993.84765625,5993.5546875,20459.0,20458.0,,
12679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5992.3828125,5992.08984375,20454.0,20453.0,,
12699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5990.625,5990.625,20448.0,20448.0,,
12719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5989.453125,5988.8671875,20444.0,20442.0,,
12739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5987.40234375,5987.40234375,20437.0,20437.0,,
12759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986.23046875,5986.23046875,20433.0,20433.0,,
12779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.05859375,,,,,
12780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5984.765625,20429.0,20428.0,,
12799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5983.88671875,5983.59375,20425.0,20424.0,,
12819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5982.421875,5982.12890625,20420.0,20419.0,,
12839,,,,,,,,,,,,,,,,,,,,,,,-2.3499999046325684,,,,,,,,,,,5980.95703125,5981.25,20415.0,20416.0,,
12859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5979.78515625,,,,,
12860,,,,,,,,,,,,,,,,,,,,,,,-2.359999895095825,,,,,,,,,,,,5979.4921875,20411.0,20410.0,,
