Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4754.296875,4752.83203125,16228.0,16223.0,,
4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4762.20703125,4760.44921875,16255.0,16249.0,,
4397,,,,,,,,,,,,,,,,,,,,,,,-3.6700000762939453,,,,,,,,,,,,4769.53125,4768.06640625,16280.0,16275.0,,
4417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4776.85546875,4775.390625,16305.0,16300.0,,
4437,,,,,,,,,,,,,,,,,,,,,,,-3.6600000858306885,,,,,,,,,,,,4783.88671875,4782.12890625,16329.0,16323.0,,
4457,,,,,,,,,,,,,,,,,,,,,,,-3.6700000762939453,,,,,,,,,,,,4790.625,4789.16015625,16352.0,16347.0,,
4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797.0703125,4795.60546875,16374.0,16369.0,,
4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4803.80859375,4802.34375,16397.0,16392.0,,
4517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4809.66796875,4808.49609375,16417.0,,,
4518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16413.0,,
4538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4815.8203125,4814.6484375,16438.0,16434.0,,
4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4821.97265625,4820.80078125,16459.0,16455.0,,
4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4828.125,4827.24609375,16480.0,16477.0,,
4598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4833.69140625,4832.51953125,16499.0,16495.0,,
4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838.37890625,4837.5,16515.0,16512.0,,
4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843.9453125,4843.06640625,16534.0,16531.0,,
4658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848.33984375,,,,,
4659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4847.4609375,16549.0,16546.0,,
4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4852.734375,,,,,
4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851.26953125,16564.0,16559.0,,
4699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4855.37109375,4854.78515625,16573.0,16571.0,,
4719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4859.1796875,4858.30078125,16586.0,16583.0,,
4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4862.98828125,4862.109375,16599.0,16596.0,,
4760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4865.625,4865.625,16608.0,16608.0,,
4779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4867.96875,4866.796875,16616.0,16612.0,,
4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4870.01953125,4870.01953125,16623.0,16623.0,,
4819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4872.65625,,,,,
4820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4872.0703125,16632.0,16630.0,,
4840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874.4140625,4873.828125,16638.0,16636.0,,
4860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4876.46484375,4876.171875,16645.0,16644.0,,
4880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878.22265625,4877.9296875,16651.0,16650.0,,
4900,,,,,,,,,,,,,,,,,,,,,,,-3.6600000858306885,,,,,,,,,,,,4878.80859375,4879.39453125,16653.0,16655.0,,
4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4879.39453125,4878.22265625,16655.0,16651.0,,
4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878.80859375,4879.1015625,16653.0,16654.0,,
4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4879.6875,4879.6875,16656.0,16656.0,,
4981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4880.2734375,4879.98046875,16658.0,16657.0,,
5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878.515625,4879.1015625,16652.0,16654.0,,
5022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878.22265625,,,,,
5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878.515625,16651.0,16652.0,,
5041,,,,,,,,,,,,,,,,,,,,,,,-3.6700000762939453,,,,,,,,,,,,4878.515625,4878.80859375,16652.0,16653.0,,
5060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4877.34375,4878.22265625,16648.0,16651.0,,
5096,,,,,,,,,,,,,,,,,,,,,,,-3.6600000858306885,,,,,,,,,,,,4875.87890625,4875.0,16643.0,16640.0,,
5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874.70703125,,,,,
5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4875.29296875,16639.0,16641.0,,
5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873.828125,4874.4140625,16636.0,16638.0,,
5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873.2421875,4872.65625,16634.0,16632.0,,
5161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4870.60546875,4870.8984375,16625.0,16626.0,,
5181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4869.140625,4869.7265625,16620.0,16622.0,,
5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4868.5546875,4868.26171875,16618.0,16617.0,,
5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4866.50390625,4867.08984375,16611.0,16613.0,,
5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4864.453125,4864.16015625,,,,
5242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16604.0,16603.0,,
5262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4862.40234375,4862.98828125,16597.0,16599.0,,
5282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4861.23046875,4861.23046875,16593.0,16593.0,,
5302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4859.1796875,4859.47265625,16586.0,16587.0,,
5322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4856.54296875,4856.8359375,16577.0,16578.0,,
5342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4853.61328125,4854.19921875,,,,
5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16567.0,16569.0,,
5362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4852.1484375,4852.44140625,16562.0,16563.0,,
5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4849.21875,4850.390625,16552.0,,,
5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16556.0,,
5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4847.4609375,,,,,
5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4847.16796875,16546.0,16545.0,,
5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843.9453125,4844.82421875,16534.0,16537.0,,
5443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841.89453125,4842.1875,16527.0,16528.0,,
5463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838.96484375,4839.55078125,16517.0,16519.0,,
5483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4836.03515625,4836.9140625,16507.0,16510.0,,
5503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4832.51953125,4832.8125,16495.0,16496.0,,
5523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829.296875,4830.46875,16484.0,16488.0,,
5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4826.66015625,4827.24609375,16475.0,16477.0,,
5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823.4375,,,,,
5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4824.0234375,16464.0,16466.0,,
5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4820.21484375,4820.80078125,16453.0,16455.0,,
5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816.40625,4817.28515625,16440.0,16443.0,,
5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4813.4765625,4814.0625,16430.0,16432.0,,
5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4810.25390625,4810.83984375,16419.0,16421.0,,
5664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4807.03125,4807.91015625,16408.0,16411.0,,
5684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4803.515625,4804.1015625,16396.0,16398.0,,
5704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.29296875,4801.171875,,,,
5705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16385.0,16388.0,,
5724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4796.77734375,,,,,
5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797.36328125,16373.0,16375.0,,
5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4793.26171875,4793.84765625,16361.0,16363.0,,
5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4789.453125,4790.33203125,16348.0,16351.0,,
