Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.12890625,273.6328125,707.0,934.0,,
1959,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,281.54296875,344.53125,961.0,1176.0,,
1979,,,,,,,,,,,,,,,,,,,,,,,0.25999999046325684,,,,,,,,,,352.1484375,414.55078125,1202.0,1415.0,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.75390625,486.328125,1443.0,1660.0,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.359375,560.44921875,1684.0,1913.0,,
2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.82421875,638.0859375,1945.0,2178.0,,
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.390625,794.82421875,2476.0,2713.0,,
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.4921875,874.21875,2746.0,2984.0,,
2120,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,883.30078125,953.3203125,3015.0,3254.0,,
2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.796875,1110.64453125,,,,
2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.01953125,1190.33203125,3823.0,4063.0,,
2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.12109375,1273.53515625,4093.0,4347.0,,
2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.203125,1357.91015625,4380.0,4635.0,,
2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.75,1444.921875,4672.0,4932.0,,
2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.296875,1528.41796875,4964.0,5217.0,,
2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540.72265625,1614.55078125,5259.0,5511.0,,
2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.21875,1696.875,5544.0,5792.0,,
2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.54296875,1779.78515625,5825.0,6075.0,,
2322,,,,,,,,,,,,,,,,,,,,,,,0.25999999046325684,,,,,,,,,,1790.0390625,1865.33203125,6110.0,6367.0,,
2362,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,1964.35546875,1956.4453125,6705.0,6678.0,,
2381,,,,,,,,,,,,,,,,,,,,,,,0.25999999046325684,,,,,,,,,,2060.7421875,2150.390625,7034.0,7340.0,,
2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.9375,2261.42578125,7376.0,7719.0,,
2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.8515625,2380.078125,7758.0,8124.0,,
2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.43359375,2506.0546875,8173.0,8554.0,,
2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2522.16796875,2639.35546875,8609.0,9009.0,,
2482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654.296875,2771.77734375,9060.0,9461.0,,
2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789.94140625,2902.1484375,9523.0,9906.0,,
2523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918.5546875,,9962.0,,,
2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042.1875,3148.828125,10384.0,10748.0,,
2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161.71875,3264.2578125,,,,
2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10792.0,11142.0,,
2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3277.734375,3375.0,11188.0,11520.0,,
2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388.18359375,3482.51953125,11565.0,11887.0,,
2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493.9453125,3584.47265625,11926.0,12235.0,,
2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.19140625,3682.32421875,12275.0,12569.0,,
2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3694.04296875,3776.66015625,12609.0,12891.0,,
2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.9140625,3866.89453125,12926.0,13199.0,,
2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3876.26953125,3952.1484375,13231.0,13490.0,,
2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3963.28125,4036.23046875,13528.0,13777.0,,
2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4045.60546875,,,,,
2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4116.2109375,13809.0,14050.0,,
2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124.4140625,4191.796875,14078.0,14308.0,,
2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.5859375,4265.625,14338.0,14560.0,,
2804,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,4272.94921875,4335.9375,14585.0,14800.0,,
2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4343.5546875,4403.02734375,14826.0,15029.0,,
2845,,,,,,,,,,,,,,,,,,,,,,,0.25999999046325684,,,,,,,,,,4410.05859375,4466.89453125,15053.0,15247.0,,
2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4536.62109375,4589.94140625,15485.0,15667.0,,
2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4597.55859375,4647.36328125,15693.0,,,
2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15863.0,,
2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4653.80859375,,,,,
2926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702.44140625,15885.0,16051.0,,
2945,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,4709.47265625,,16075.0,,,
2965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4761.62109375,4806.4453125,16253.0,16406.0,,
2985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812.3046875,4855.078125,,,,
2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16426.0,16572.0,,
3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4861.23046875,,,,,
3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4901.66015625,16593.0,16731.0,,
3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4907.8125,4947.94921875,16752.0,16889.0,,
3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4952.34375,4992.48046875,16904.0,17041.0,,
3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4996.2890625,5032.6171875,17054.0,17178.0,,
3086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5039.0625,5074.21875,17200.0,17320.0,,
3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5078.61328125,5114.0625,17335.0,17456.0,,
3127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116.40625,5150.390625,17464.0,17580.0,,
3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5155.95703125,5186.42578125,17599.0,17703.0,,
3167,,,,,,,,,,,,,,,,,,,,,,,0.25999999046325684,,,,,,,,,,5191.69921875,5223.33984375,17721.0,17829.0,,
3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5227.1484375,5257.03125,17842.0,17944.0,,
3207,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,5259.66796875,5289.84375,17953.0,18056.0,,
3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5294.82421875,5321.484375,18073.0,18164.0,,
3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325.29296875,5352.24609375,18177.0,18269.0,,
3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5355.46875,5381.25,18280.0,18368.0,,
3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5383.88671875,5409.08203125,,,,
3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18377.0,18463.0,,
3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5412.01171875,5435.44921875,18473.0,18553.0,,
3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438.0859375,5461.23046875,18562.0,18641.0,,
3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5463.8671875,5485.83984375,18650.0,18725.0,,
3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5488.18359375,5508.3984375,18733.0,18802.0,,
3388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512.20703125,5531.8359375,18815.0,18882.0,,
3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5536.23046875,5554.6875,18897.0,18960.0,,
3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5556.15234375,5575.1953125,18965.0,19030.0,,
3448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5576.953125,5595.703125,19036.0,19100.0,,
3468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5597.16796875,5615.625,19105.0,19168.0,,
3488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5617.08984375,5633.7890625,19173.0,19230.0,,
3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5635.546875,5651.07421875,19236.0,19289.0,,
3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5654.8828125,,,,,
3530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5668.65234375,19302.0,19349.0,,
3549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5672.16796875,5685.64453125,19361.0,19407.0,,
3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5689.453125,5702.34375,19420.0,19464.0,,
3589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704.6875,5718.45703125,19472.0,19519.0,,
3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5719.3359375,5733.984375,19522.0,19572.0,,
3630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5733.984375,5748.6328125,19572.0,19622.0,,
3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5748.33984375,5762.40234375,19621.0,19669.0,,
3670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5762.109375,5775.5859375,19668.0,19714.0,,
3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5776.171875,,,,,
3690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788.18359375,19716.0,19757.0,,
3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5790.8203125,5801.07421875,19766.0,19801.0,,
3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5804.296875,5814.2578125,19812.0,19846.0,,
3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5817.1875,5826.85546875,19856.0,19889.0,,
3770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5828.3203125,5837.98828125,19894.0,19927.0,,
3791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5839.74609375,,19933.0,,,
3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5850.5859375,5859.375,19970.0,20000.0,,
3831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5860.83984375,5869.04296875,20005.0,20033.0,,
3851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5871.09375,,20040.0,,,
3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5882.2265625,5889.55078125,20078.0,20103.0,,
3892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891.89453125,5899.51171875,20111.0,20137.0,,
3912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900.9765625,5909.1796875,20142.0,20170.0,,
3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910.64453125,5918.26171875,20175.0,20201.0,,
3952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919.7265625,5927.05078125,20206.0,20231.0,,
3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5928.22265625,5935.25390625,20235.0,20259.0,,
3992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5936.1328125,5943.1640625,20262.0,20286.0,,
4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5951.953125,5950.78125,20316.0,20312.0,,
4032,,,,,,,,,,,,,,,,,,,,,,,0.25999999046325684,,,,,,,,,,,,,,,
4052,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,5959.27734375,5965.72265625,20341.0,20363.0,,
4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966.015625,5972.75390625,20364.0,20387.0,,
4113,,,,,,,,,,,,,,,,,,,,,,,0.25999999046325684,,,,,,,,,,5980.078125,5985.9375,20412.0,20432.0,,
4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986.23046875,5991.50390625,20433.0,20451.0,,
4174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5997.0703125,6000.87890625,20470.0,20483.0,,
4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.171875,6004.39453125,20484.0,20495.0,,
4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.39453125,6006.73828125,20495.0,20503.0,,
4234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6007.32421875,6009.08203125,20505.0,20511.0,,
4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6009.9609375,6010.83984375,20514.0,20517.0,,
4274,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,6011.71875,6012.59765625,20520.0,20523.0,,
4294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6013.4765625,6014.0625,20526.0,20528.0,,
4334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6015.8203125,6016.11328125,20534.0,,,
4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20535.0,,
4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016.40625,6016.69921875,20536.0,20537.0,,
4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016.9921875,6017.28515625,20538.0,20539.0,,
4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6017.28515625,,20539.0,,,
4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6017.578125,,20540.0,,,
4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6017.578125,,,,
4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20540.0,,
4475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016.9921875,6016.40625,20538.0,20536.0,,
4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016.40625,6016.11328125,20536.0,20535.0,,
4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6015.52734375,6014.94140625,20533.0,20531.0,,
4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6013.76953125,,20527.0,,
4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6013.76953125,,20527.0,,,
4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6012.59765625,6011.42578125,20523.0,20519.0,,
4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011.1328125,6009.66796875,20518.0,20513.0,,
4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6009.9609375,6008.49609375,20514.0,20509.0,,
4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6008.203125,6006.73828125,20508.0,20503.0,,
4657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006.4453125,6004.98046875,20502.0,20497.0,,
4676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.6875,6002.9296875,20496.0,20490.0,,
4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.87890625,5999.4140625,20483.0,20478.0,,
4737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5999.4140625,5997.65625,20478.0,20472.0,,
4757,,,,,,,,,,,,,,,,,,,,,,,0.23999999463558197,,,,,,,,,,5997.36328125,5995.60546875,20471.0,20465.0,,
4777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995.3125,5993.26171875,20464.0,,,
4778,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,20457.0,,
4796,,,,,,,,,,,,,,,,,,,,,,,0.23999999463558197,,,,,,,,,,5993.26171875,5990.91796875,20457.0,20449.0,,
4817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5990.91796875,5988.28125,20449.0,20440.0,,
4837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5987.98828125,,20439.0,,,
4857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.3515625,5982.421875,20430.0,20420.0,,
4878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5982.12890625,5979.4921875,20419.0,20410.0,,
4898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5979.19921875,5976.26953125,20409.0,20399.0,,
4918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5976.26953125,5973.046875,20399.0,20388.0,,
4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5972.75390625,5970.1171875,20387.0,20378.0,,
4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5969.53125,,20376.0,,,
4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966.30859375,5963.671875,20365.0,20356.0,,
4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5962.79296875,5960.15625,20353.0,20344.0,,
5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5958.984375,5956.93359375,20340.0,20333.0,,
5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5955.76171875,5953.125,20329.0,20320.0,,
5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5948.4375,5946.38671875,20304.0,20297.0,,
5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5944.62890625,5942.87109375,20291.0,,,
5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20285.0,,
5119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5940.8203125,5939.35546875,20278.0,20273.0,,
5159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5933.7890625,5931.73828125,20254.0,20247.0,,
5179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930.2734375,5927.63671875,20242.0,20233.0,,
5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5926.7578125,5923.53515625,20230.0,20219.0,,
5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.2421875,,,,,
5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919.43359375,20218.0,20205.0,,
5240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919.43359375,5915.91796875,20205.0,20193.0,,
5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5915.91796875,,,,,
5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5911.81640625,5911.81640625,20179.0,20179.0,,
5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5908.30078125,5904.4921875,20167.0,20154.0,,
5320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.78515625,5900.68359375,20155.0,20141.0,,
5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900.9765625,5896.875,20142.0,20128.0,,
5360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5893.65234375,5889.2578125,20117.0,20102.0,,
5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5889.2578125,5885.7421875,20102.0,20090.0,,
5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5884.86328125,,,,,
5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5881.93359375,20087.0,20077.0,,
5421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5880.76171875,5877.5390625,20073.0,20062.0,,
5441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5876.953125,5873.14453125,20060.0,20047.0,,
5460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5872.8515625,,,,,
5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5868.75,20046.0,20032.0,,
5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5869.04296875,5864.35546875,,,,
5482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20033.0,20017.0,,
5502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5865.52734375,5860.25390625,20021.0,20003.0,,
5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.01171875,5856.73828125,20009.0,19991.0,,
5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5857.91015625,5853.515625,19995.0,19980.0,,
5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5854.1015625,5850.0,19982.0,19968.0,,
5581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5849.70703125,5846.77734375,19967.0,19957.0,,
5601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5845.3125,5843.26171875,19952.0,19945.0,,
5622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5839.16015625,,19931.0,,
5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5836.23046875,,19921.0,,,
5662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5832.12890625,5830.37109375,19907.0,19901.0,,
5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5828.61328125,5826.26953125,19895.0,19887.0,,
5703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5825.390625,5821.875,19884.0,19872.0,,
5722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5822.16796875,,19873.0,,,
