Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
4253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5699.70703125,5701.46484375,19455.0,19461.0,,
4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5717.87109375,5718.45703125,19517.0,19519.0,,
4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5735.15625,5734.5703125,,,,
4294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19576.0,19574.0,,
4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5751.26953125,5749.8046875,19631.0,19626.0,,
4334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5766.2109375,5765.33203125,19682.0,19679.0,,
4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5780.56640625,,,,,
4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5780.2734375,19731.0,19730.0,,
4374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5794.921875,5795.80078125,19780.0,19783.0,,
4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5809.86328125,5809.27734375,19831.0,19829.0,,
4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5823.33984375,5822.4609375,19877.0,19874.0,,
4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5836.23046875,5834.765625,19921.0,19916.0,,
4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5847.94921875,5847.0703125,19961.0,19958.0,,
4475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5859.375,5859.08203125,20000.0,19999.0,,
4494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5869.921875,5870.80078125,20036.0,20039.0,,
4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5881.0546875,5882.51953125,20074.0,20079.0,,
4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891.89453125,,,,,
4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5893.65234375,20111.0,20117.0,,
4554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5902.44140625,,,,,
4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.19921875,20147.0,20153.0,,
4576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5912.40234375,5913.8671875,20181.0,20186.0,,
4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922.36328125,5923.53515625,20215.0,20219.0,,
4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5931.4453125,,,,,
4617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5932.6171875,20246.0,20250.0,,
4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5940.52734375,5941.11328125,20277.0,20279.0,,
4656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949.609375,5949.90234375,20308.0,20309.0,,
4676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5957.8125,5958.3984375,20336.0,20338.0,,
4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5965.72265625,5966.015625,20363.0,20364.0,,
4716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5973.92578125,5973.92578125,20391.0,20391.0,,
4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5981.25,5981.54296875,20416.0,20417.0,,
4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5988.28125,5988.28125,20440.0,20440.0,,
4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5994.43359375,,,,,
4777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5994.43359375,20461.0,20461.0,,
4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,6000.0,20480.0,20480.0,,
4817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.6875,6004.39453125,20496.0,20495.0,,
4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6008.203125,6008.203125,20508.0,20508.0,,
4857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011.42578125,6011.42578125,20519.0,20519.0,,
4878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6014.6484375,6014.0625,20530.0,20528.0,,
4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6017.28515625,6016.9921875,20539.0,20538.0,,
4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6019.62890625,6019.62890625,20547.0,20547.0,,
4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6021.97265625,6021.6796875,20555.0,20554.0,,
4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6024.0234375,6023.73046875,20562.0,20561.0,,
4978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6025.48828125,6025.48828125,20567.0,20567.0,,
4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6026.66015625,6026.3671875,20571.0,,,
4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20570.0,,
5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6027.5390625,6027.24609375,20574.0,20573.0,,
5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.125,6027.83203125,20576.0,20575.0,,
5058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.41796875,,20577.0,,,
5078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.7109375,,20578.0,,,
5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.125,,20576.0,,
5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.41796875,,20577.0,,,
5139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6027.83203125,,20575.0,,
5159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6027.83203125,6027.5390625,20575.0,20574.0,,
5179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6026.953125,6026.953125,20572.0,20572.0,,
5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6026.07421875,6025.78125,20569.0,20568.0,,
5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6024.90234375,6024.31640625,20565.0,20563.0,,
5239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6023.4375,6022.8515625,20560.0,20558.0,,
5259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6021.6796875,6021.38671875,20554.0,20553.0,,
5280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.21484375,6019.921875,20549.0,20548.0,,
5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6018.75,6018.75,20544.0,20544.0,,
5320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6016.9921875,6016.69921875,20538.0,20537.0,,
5340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6015.234375,6015.52734375,20532.0,20533.0,,
5360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6013.4765625,6013.18359375,20526.0,20525.0,,
5380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011.1328125,6011.1328125,20518.0,20518.0,,
5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6008.7890625,6008.49609375,20510.0,20509.0,,
5421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6006.15234375,6006.15234375,20501.0,20501.0,,
5441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6003.515625,6003.22265625,20492.0,20491.0,,
5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.87890625,6000.87890625,20483.0,20483.0,,
5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5998.2421875,5997.94921875,20474.0,20473.0,,
5501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995.3125,5995.3125,20464.0,20464.0,,
5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5992.3828125,5992.67578125,20454.0,20455.0,,
5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5989.453125,5989.453125,20444.0,20444.0,,
5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986.23046875,5986.5234375,20433.0,20434.0,,
5581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5983.0078125,5983.30078125,20422.0,20423.0,,
5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5979.78515625,5979.78515625,20411.0,20411.0,,
5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5976.5625,5976.26953125,20400.0,20399.0,,
5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5973.046875,5973.33984375,20388.0,20389.0,,
5662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5969.82421875,5969.82421875,20377.0,20377.0,,
5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966.30859375,5966.30859375,20365.0,20365.0,,
5702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5962.79296875,5963.37890625,20353.0,20355.0,,
5722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5959.5703125,5959.86328125,20342.0,20343.0,,
5742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5956.0546875,5956.34765625,20330.0,20331.0,,
5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952.24609375,5952.5390625,20317.0,20318.0,,
5782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5948.73046875,,,,,
5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949.31640625,20305.0,20307.0,,
5803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5944.921875,5945.21484375,20292.0,20293.0,,
5823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5941.11328125,5941.69921875,20279.0,20281.0,,
5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937.59765625,,,,,
5844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937.890625,20267.0,20268.0,,
5863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.08203125,5934.375,20255.0,20256.0,,
5883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930.56640625,5930.56640625,20243.0,20243.0,,
5903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5927.34375,5926.7578125,20232.0,20230.0,,
5923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.828125,5922.94921875,20220.0,20217.0,,
5943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5920.01953125,5918.84765625,20207.0,20203.0,,
5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916.2109375,5915.0390625,20194.0,20190.0,,
5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5912.109375,5910.64453125,20180.0,20175.0,,
6004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907.71484375,5907.12890625,20165.0,20163.0,,
6024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5903.3203125,5903.3203125,20150.0,20150.0,,
6044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5899.21875,5899.51171875,20136.0,20137.0,,
6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5895.41015625,5895.41015625,20123.0,20123.0,,
6084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891.30859375,5891.89453125,20109.0,20111.0,,
6107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5887.5,5887.79296875,20096.0,20097.0,,
6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5883.984375,5883.984375,20084.0,20084.0,,
6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5880.17578125,5879.8828125,20071.0,20070.0,,
6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5876.3671875,5876.07421875,20058.0,20057.0,,
6185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5868.45703125,5866.9921875,20031.0,20026.0,,
