Timestamp,Event,Event Description,Event Severity,network_table:///FMSInfo/EventName,network_table:///FMSInfo/FMSControlData,network_table:///FMSInfo/GameSpecificMessage,network_table:///FMSInfo/IsRedAlliance,network_table:///FMSInfo/MatchNumber,network_table:///FMSInfo/MatchType,network_table:///FMSInfo/ReplayNumber,network_table:///FMSInfo/StationNumber,network_table:///LiveWindow/Ungrouped/Talon FX [0]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [1]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [2]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [3]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [4]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [5]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [13]/Value,network_table:///LiveWindow/Ungrouped/Talon FX [14]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [8]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [9]/Value,network_table:///LiveWindow/Ungrouped/Talon SRX [11]/Value,network_table:///LiveWindow/Ungrouped/navX-Sensor/Value,network_table:///Shuffleboard/drive/Feeder % req,network_table:///Shuffleboard/drive/KF,network_table:///Shuffleboard/drive/KI,network_table:///Shuffleboard/drive/KP,network_table:///Shuffleboard/drive/Target RPM,network_table:///SmartDashboard/Shooter KF Feedback,network_table:///SmartDashboard/Shooter KP Feedback,network_table:///SmartDashboard/Shooter RPM Feedback,network_table:///SmartDashboard/feedPercentReqFB:,network_table:///SmartDashboard/left stick:,network_table:///SmartDashboard/right stick:,network_table:///SmartDashboard/shooter1RPM:,network_table:///SmartDashboard/shooter2RPM:,network_table:///SmartDashboard/shooterFalcon1 velocity:,network_table:///SmartDashboard/shooterFalcon2 velocity:,network_table:///SmartDashboard/targetRPM:,network_table:///SmartDashboard/targetUp100ms:
2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060.05859375,3109.27734375,10445.0,10613.0,,
2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3178.7109375,3224.70703125,10850.0,11007.0,,
2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290.33203125,3336.328125,11231.0,11388.0,,
2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3399.90234375,3443.5546875,11605.0,11754.0,,
2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3504.19921875,3545.80078125,11961.0,12103.0,,
2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3604.1015625,3643.9453125,,,,
2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12302.0,12438.0,,
2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3698.73046875,,,,,
2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3738.8671875,12625.0,12762.0,,
2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792.48046875,3828.515625,12945.0,13068.0,,
2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3879.19921875,3913.76953125,13241.0,13359.0,,
2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3961.81640625,3996.6796875,13523.0,13642.0,,
2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044.140625,4076.953125,13804.0,13916.0,,
2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121.77734375,4151.953125,14069.0,14172.0,,
2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195.3125,4225.48828125,14320.0,14423.0,,
2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266.50390625,4295.5078125,14563.0,14662.0,,
2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4335.3515625,4362.59765625,14798.0,14891.0,,
2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4399.8046875,4426.46484375,15018.0,15109.0,,
2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4462.79296875,4488.28125,15233.0,15320.0,,
2935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4522.55859375,4546.2890625,15437.0,15518.0,,
2955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580.859375,4604.296875,15636.0,15716.0,,
2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4635.64453125,4658.49609375,15823.0,15901.0,,
2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4690.13671875,4710.64453125,16009.0,16079.0,,
3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741.11328125,,,,,
3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4762.5,16183.0,16256.0,,
3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4790.91796875,4811.42578125,16353.0,16423.0,,
3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4838.37890625,4857.12890625,16515.0,16579.0,,
3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4884.375,4903.125,16672.0,16736.0,,
3095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4928.02734375,4946.77734375,16821.0,16885.0,,
3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4970.5078125,4986.328125,16966.0,17020.0,,
3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5010.3515625,,,,,
3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5027.63671875,17102.0,17161.0,,
3156,,,,,,,,,,,,,,,,,,,,,,,-10.621000289916992,,,,,,,,,,,,5049.31640625,5066.015625,17235.0,17292.0,,
3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087.98828125,5101.7578125,17367.0,17414.0,,
3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123.4375,5137.5,17488.0,17536.0,,
3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156.8359375,5172.36328125,17602.0,17655.0,,
3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5191.40625,5203.41796875,17720.0,17761.0,,
3259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223.33984375,,,,,
3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5235.05859375,17829.0,17869.0,,
3277,,,,,,,,,,,,,,,,,,,,,,,-10.611000061035156,,,,,,,,,,,,5253.80859375,5265.52734375,17933.0,17973.0,,
3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281.640625,5295.703125,18028.0,18076.0,,
3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5311.23046875,,,,,
3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5322.65625,18129.0,18168.0,,
3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5338.76953125,5350.1953125,18223.0,18262.0,,
3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5365.13671875,5375.9765625,18313.0,18350.0,,
3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390.91796875,5400.87890625,18401.0,18435.0,,
3398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5415.8203125,5425.1953125,18486.0,18518.0,,
3418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5438.96484375,5448.6328125,,,,
3419,,,,,,,,,,,,,,,,,,,,,,,-10.621000289916992,,,,,,,,,,,,,,18565.0,18598.0,,
3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5461.81640625,5470.8984375,18643.0,18674.0,,
3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5484.08203125,5493.75,18719.0,18752.0,,
3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504.296875,5513.671875,18788.0,18820.0,,
3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5526.26953125,5532.421875,,,,
3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18863.0,18884.0,,
3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5546.19140625,5553.22265625,18931.0,18955.0,,
3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5563.4765625,5572.55859375,18990.0,19021.0,,
3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5581.34765625,5589.2578125,19051.0,19078.0,,
3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5599.51171875,5607.12890625,19113.0,19139.0,,
3627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5616.2109375,5623.828125,,,,
3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19170.0,19196.0,,
3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5632.32421875,5639.35546875,19225.0,19249.0,,
3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5648.73046875,5653.125,19281.0,19296.0,,
3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5664.2578125,5668.06640625,19334.0,19347.0,,
3680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5678.61328125,5683.0078125,19383.0,19398.0,,
3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5691.50390625,,,,,
3701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5697.36328125,19427.0,19447.0,,
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704.6875,5710.83984375,19472.0,19493.0,,
3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5716.9921875,5724.31640625,19514.0,19539.0,,
3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5729.296875,5736.62109375,19556.0,19581.0,,
3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5741.6015625,5748.33984375,19598.0,,,
3781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19621.0,,
3801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5754.4921875,5758.88671875,19642.0,19657.0,,
3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5766.50390625,5769.7265625,19683.0,19694.0,,
3840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5777.9296875,5780.859375,,,,
3841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19722.0,19732.0,,
3860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5787.890625,5791.40625,19756.0,19768.0,,
3881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5796.97265625,5800.48828125,19787.0,19799.0,,
3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5805.76171875,5808.984375,19817.0,19828.0,,
3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5814.55078125,5816.89453125,19847.0,19855.0,,
3941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5823.046875,,,,,
3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5825.09765625,19876.0,19883.0,,
3962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831.54296875,5833.30078125,19905.0,19911.0,,
3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5839.453125,5841.2109375,19932.0,19938.0,,
4002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5846.19140625,5850.0,19955.0,19968.0,,
4022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5852.9296875,5857.6171875,19978.0,19994.0,,
4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5859.66796875,5864.6484375,20001.0,20018.0,,
4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5866.40625,5871.6796875,20024.0,20042.0,,
4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5873.14453125,5878.41796875,20047.0,20065.0,,
4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5880.17578125,5884.27734375,20071.0,20085.0,,
4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5886.9140625,5890.13671875,20094.0,20105.0,,
4143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5893.359375,5895.703125,20116.0,20124.0,,
4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5899.51171875,5901.26953125,20137.0,20143.0,,
4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5905.37109375,5906.8359375,20157.0,20162.0,,
4203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910.9375,5912.109375,20176.0,20180.0,,
4223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916.796875,,,,,
4224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5917.67578125,20196.0,20199.0,,
4243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5921.77734375,,,,,
4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922.65625,20213.0,20216.0,,
4264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5926.171875,5927.05078125,20228.0,20231.0,,
4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930.859375,5932.03125,20244.0,20248.0,,
4304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935.25390625,5936.42578125,20259.0,20263.0,,
4324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5939.35546875,5940.8203125,20273.0,20278.0,,
4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5943.1640625,5945.21484375,20286.0,20293.0,,
4364,,,,,,,,,,,,,,,,,,,,,,,-10.611000061035156,,,,,,,,,,,,5947.8515625,5949.90234375,20302.0,20309.0,,
4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5951.953125,5953.7109375,,,,
4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20316.0,20322.0,,
4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5956.34765625,5958.10546875,20331.0,20337.0,,
4424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5964.84375,5966.30859375,20360.0,20365.0,,
4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5968.359375,5970.1171875,20372.0,,,
4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20390.0,,
4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5971.875,5973.6328125,20384.0,,,
4485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5975.390625,5976.85546875,20396.0,20401.0,,
4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5978.3203125,5979.78515625,20406.0,20411.0,,
4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5981.25,5982.71484375,20416.0,20421.0,,
4548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5983.59375,5984.1796875,20424.0,20426.0,,
4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.05859375,5985.64453125,20429.0,20431.0,,
4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.9375,5986.5234375,,,,
4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20432.0,20434.0,,
4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986.23046875,5986.23046875,20433.0,20433.0,,
4626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.64453125,5985.3515625,20431.0,20430.0,,
4646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.05859375,5985.05859375,20429.0,20429.0,,
4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5984.47265625,5983.88671875,20427.0,20425.0,,
4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5983.59375,5983.0078125,20424.0,20422.0,,
4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5982.71484375,5981.8359375,20421.0,20418.0,,
4728,,,,,,,,,,,,,,,,,,,,,,,-10.621000289916992,,,,,,,,,,,,5981.54296875,5980.95703125,20417.0,20415.0,,
4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5980.37109375,5979.19921875,,,,
4747,,,,,,,,,,,,,,,,,,,,,,,-10.611000061035156,,,,,,,,,,,,,,20413.0,20409.0,,
4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5978.61328125,5978.02734375,20407.0,20405.0,,
4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5976.85546875,5975.9765625,20401.0,,,
4787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20398.0,,
4807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5975.09765625,5974.21875,20395.0,20392.0,,
4827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5972.75390625,,,,,
4828,,,,,,,,,,,,,,,,,,,,,,,-10.621000289916992,,,,,,,,,,,,,5971.875,20387.0,20384.0,,
4847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970.41015625,5969.82421875,20379.0,20377.0,,
4868,,,,,,,,,,,,,,,,,,,,,,,-10.611000061035156,,,,,,,,,,,,5968.65234375,5966.89453125,20373.0,20367.0,,
4888,,,,,,,,,,,,,,,,,,,,,,,-10.621000289916992,,,,,,,,,,,,5966.015625,5964.2578125,20364.0,20358.0,,
4908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5963.671875,5961.62109375,20356.0,20349.0,,
4928,,,,,,,,,,,,,,,,,,,,,,,-10.611000061035156,,,,,,,,,,,,5961.03515625,5958.984375,20347.0,20340.0,,
4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5958.3984375,5956.0546875,20338.0,20330.0,,
4967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5955.46875,,,,,
4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953.7109375,20328.0,20322.0,,
4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952.83203125,5951.07421875,20319.0,20313.0,,
5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950.1953125,5948.4375,20310.0,20304.0,,
5028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5947.55859375,5945.5078125,20301.0,20294.0,,
5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5944.921875,5943.1640625,20292.0,20286.0,,
5068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5942.28515625,5940.234375,20283.0,20276.0,,
5089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5939.0625,5937.3046875,20272.0,20266.0,,
5109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935.83984375,5934.08203125,20261.0,20255.0,,
5129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5932.03125,5930.56640625,20248.0,20243.0,,
5150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5927.63671875,5926.7578125,20233.0,20230.0,,
5169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.2421875,5923.2421875,20218.0,20218.0,,
5189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919.43359375,5919.140625,20205.0,20204.0,,
5210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5914.453125,5915.33203125,20188.0,20191.0,,
